frame,t_s,x,y,vis
207,124.179,,,N
208,124.212,569,2,V
209,124.246,564,12,V
210,124.279,558,25,V
211,124.312,554,34,V
212,124.346,549,44,V
213,124.379,546,57,V
214,124.412,543,68,V
215,124.446,544,79,V
216,124.479,554,89,V
217,124.512,562,101,V
218,124.546,571,111,V
219,124.579,578,124,V
220,124.612,586,138,V
221,124.646,597,155,V
222,124.679,609,171,S
223,124.712,626,190,S
224,124.746,626,214,S
225,124.779,642,235,S
226,124.812,649,258,S
227,124.846,658,283,S
228,124.879,667,305,S
229,124.912,677,335,S
230,124.946,690,363,S
231,124.979,714,379,I
232,125.012,719,391,I
233,125.046,722,411,I
234,125.079,724,422,I
235,125.112,721,414,I
236,125.146,704,385,V
237,125.179,697,368,I
238,125.212,693,357,I
239,125.246,671,330,V
240,125.279,657,308,V
241,125.312,649,294,V
242,125.346,639,283,V
243,125.379,629,268,V
244,125.412,622,261,V
245,125.446,609,251,V
246,125.479,602,242,V
247,125.512,588,231,V
248,125.546,583,229,V
249,125.579,575,224,V
250,125.612,566,219,V
251,125.646,561,215,V
252,125.679,553,215,V
253,125.712,542,212,V
254,125.746,538,215,V
255,125.779,530,217,V
256,125.812,523,215,V
257,125.846,516,219,V
258,125.879,512,222,V
259,125.912,503,228,V
260,125.946,496,231,V
261,125.979,496,234,V
262,126.012,491,238,V
263,126.046,482,246,V
264,126.079,480,252,V
265,126.112,473,263,V
266,126.146,469,255,V
267,126.179,466,244,V
268,126.212,465,238,V
269,126.246,464,230,V
270,126.279,459,228,V
271,126.312,455,219,V
272,126.346,454,214,V
273,126.379,453,213,V
274,126.412,448,208,V
275,126.446,448,209,V
276,126.479,442,204,V
277,126.512,439,201,V
278,126.546,436,199,V
279,126.579,432,199,V
280,126.612,431,199,V
281,126.646,427,201,V
282,126.679,423,203,V
283,126.712,421,208,V
284,126.746,417,210,V
285,126.779,415,219,V
286,126.812,412,225,V
287,126.846,409,234,V
288,126.879,406,240,V
289,126.912,402,252,V
290,126.946,401,261,V
291,126.979,398,272,V
292,127.012,396,288,V
293,127.046,394,303,V
294,127.079,393,322,V
295,127.112,389,335,V
296,127.146,386,356,V
297,127.179,385,375,I
298,127.212,382,395,S
299,127.246,382,407,V
300,127.279,378,409,I
301,127.312,384,396,I
302,127.346,395,379,I
303,127.379,421,351,I
304,127.412,447,330,V
305,127.446,459,315,V
306,127.479,478,300,V
307,127.512,495,286,S
308,127.546,506,276,S
309,127.579,524,263,S
310,127.612,540,256,S
311,127.646,555,245,S
312,127.679,569,239,S
313,127.712,587,233,V
314,127.746,599,229,V
315,127.779,610,225,V
316,127.812,630,223,V
317,127.846,640,219,V
318,127.879,651,218,V
319,127.912,667,219,V
320,127.946,681,222,V
321,127.979,689,220,V
322,128.012,705,228,V
323,128.046,716,228,V
324,128.079,729,234,V
325,128.112,737,236,V
326,128.146,753,246,V
327,128.179,759,250,V
328,128.212,774,261,S
329,128.246,785,267,S
330,128.279,796,277,S
331,128.312,809,281,I
332,128.346,814,289,I
333,128.379,818,277,S
334,128.412,823,274,S
335,128.446,825,270,S
336,128.479,839,257,S
337,128.512,843,252,S
338,128.546,850,249,S
339,128.579,854,247,S
340,128.612,859,246,S
341,128.646,866,241,S
342,128.679,868,247,S
343,128.712,847,242,S
344,128.746,830,240,S
345,128.779,810,239,S
346,128.812,788,240,S
347,128.846,768,239,S
348,128.879,750,246,S
349,128.912,727,247,S
350,128.946,708,252,S
351,128.979,692,260,S
352,129.012,673,263,S
353,129.046,651,271,S
354,129.079,631,281,S
355,129.112,607,292,S
356,129.146,586,303,V
357,129.179,561,313,S
358,129.212,540,337,S
359,129.246,524,346,S
360,129.279,501,362,S
361,129.312,478,383,S
362,129.346,460,395,S
363,129.379,438,415,S
364,129.412,427,412,S
365,129.446,421,391,S
366,129.479,423,374,V
367,129.512,427,357,V
368,129.546,432,340,V
369,129.579,441,320,I
370,129.612,441,308,I
371,129.646,444,292,V
372,129.679,449,278,V
373,129.712,452,268,V
374,129.746,455,260,V
375,129.779,460,247,V
376,129.812,464,241,V
377,129.846,469,234,V
378,129.879,473,226,V
379,129.912,474,224,V
380,129.946,478,220,V
381,129.979,482,220,V
382,130.012,484,218,V
383,130.046,487,218,V
384,130.079,490,217,V
385,130.112,494,218,V
386,130.146,495,223,V
387,130.179,498,224,V
388,130.212,503,225,V
389,130.246,505,234,V
390,130.279,506,236,V
391,130.312,508,244,V
392,130.346,514,252,V
393,130.379,516,256,V
394,130.412,514,266,V
395,130.446,518,261,S
396,130.479,517,251,S
397,130.512,514,245,V
398,130.546,514,235,V
399,130.579,511,233,V
400,130.612,511,226,V
401,130.646,507,222,V
402,130.679,506,219,V
403,130.712,503,214,V
404,130.746,501,214,V
405,130.779,492,207,S
406,130.812,486,206,V
407,130.846,480,203,V
408,130.879,470,203,V
409,130.912,464,203,V
410,130.946,459,204,V
411,130.979,447,204,V
412,131.012,446,208,V
413,131.046,439,210,V
414,131.079,432,217,V
415,131.112,423,224,V
416,131.146,416,229,V
417,131.179,410,241,V
418,131.212,402,250,V
419,131.246,398,260,V
420,131.279,389,271,V
421,131.312,382,286,V
422,131.346,375,300,V
423,131.379,370,314,V
424,131.412,364,331,V
425,131.446,367,341,V
426,131.479,395,327,I
427,131.512,411,316,V
428,131.546,438,305,V
429,131.579,463,294,V
430,131.612,485,283,V
431,131.646,506,276,S
432,131.679,527,270,S
433,131.712,550,266,S
434,131.746,566,262,S
435,131.779,586,257,S
436,131.812,604,251,S
437,131.846,625,254,S
438,131.879,645,250,S
439,131.912,661,251,S
440,131.946,677,252,V
441,131.979,699,256,S
442,132.012,715,258,S
443,132.046,730,262,S
444,132.079,745,263,S
445,132.112,759,271,S
446,132.146,774,276,S
447,132.179,796,284,V
448,132.212,807,290,I
449,132.246,812,281,I
450,132.279,827,278,V
451,132.312,833,271,V
452,132.346,842,263,V
453,132.379,853,257,V
454,132.412,863,255,V
455,132.446,870,255,V
456,132.479,859,246,V
457,132.512,852,247,V
458,132.546,838,247,V
459,132.579,826,247,V
460,132.612,820,250,V
461,132.646,809,251,V
462,132.679,798,257,V
463,132.712,791,261,V
464,132.746,774,267,S
465,132.779,768,274,S
466,132.812,759,279,V
467,132.846,754,282,V
468,132.879,747,281,V
469,132.912,741,287,V
470,132.946,736,289,V
471,132.979,732,293,V
472,133.012,724,302,V
473,133.046,718,305,V
474,133.079,716,309,V
475,133.112,711,318,V
