frame,t_s,x,y,vis
161,258.429,540,432,S
162,258.462,545,443,V
163,258.495,544,441,V
164,258.529,544,436,V
165,258.562,544,433,V
166,258.595,544,433,V
167,258.629,546,431,V
168,258.662,546,433,V
169,258.695,549,433,V
170,258.729,551,439,V
171,258.762,553,444,V
172,258.795,544,401,V
173,258.829,539,370,V
174,258.862,529,336,V
175,258.895,523,304,S
176,258.929,522,284,S
177,258.962,517,263,S
178,258.995,514,245,S
179,259.029,513,226,S
180,259.062,512,217,V
181,259.095,506,202,V
182,259.129,507,196,V
183,259.162,503,187,V
184,259.195,502,180,V
185,259.229,501,172,V
186,259.262,508,180,V
187,259.295,516,180,V
188,259.329,522,181,V
189,259.362,529,187,V
190,259.395,538,194,V
191,259.429,548,201,V
192,259.462,549,206,V
193,259.495,559,212,V
194,259.529,567,223,S
195,259.562,577,234,V
196,259.595,586,246,V
197,259.629,593,261,V
198,259.662,606,273,S
199,259.695,614,289,S
200,259.729,622,303,S
201,259.762,634,330,S
202,259.795,642,343,S
203,259.829,651,361,S
204,259.862,667,382,I
205,259.895,676,410,V
206,259.929,671,401,I
207,259.962,670,382,V
208,259.995,670,382,V
209,260.029,665,358,I
210,260.062,670,342,I
211,260.095,676,346,I
212,260.129,670,337,I
213,260.162,650,302,V
214,260.195,642,282,V
215,260.229,639,276,V
216,260.262,635,267,S
217,260.295,629,256,V
218,260.329,622,245,V
219,260.362,617,240,V
220,260.395,610,234,V
221,260.429,604,230,V
222,260.462,601,224,V
223,260.495,597,222,V
224,260.529,591,220,V
225,260.562,585,220,V
226,260.595,582,218,V
227,260.629,572,224,V
228,260.662,570,223,V
229,260.695,564,225,V
230,260.729,560,229,V
231,260.762,555,233,V
232,260.795,551,239,V
233,260.829,548,242,V
234,260.862,540,251,V
235,260.895,539,258,V
236,260.929,,,N
237,260.962,533,277,S
238,260.995,532,276,S
239,261.029,527,276,S
240,261.062,526,257,S
241,261.095,522,251,V
242,261.129,521,242,V
243,261.162,519,239,V
244,261.195,516,231,V
245,261.229,514,229,V
246,261.262,513,228,V
247,261.295,526,224,V
248,261.329,543,226,V
249,261.362,558,222,V
250,261.395,574,223,V
251,261.429,590,222,V
252,261.462,608,224,V
253,261.495,626,229,S
254,261.529,641,231,S
255,261.562,660,239,S
256,261.595,674,246,S
257,261.629,694,254,S
258,261.662,711,263,S
259,261.695,730,273,S
260,261.729,747,286,S
261,261.762,761,297,V
262,261.795,782,313,V
263,261.829,801,327,V
264,261.862,814,336,V
265,261.895,838,370,I
266,261.929,853,380,V
267,261.962,870,400,V
268,261.995,886,411,I
269,262.029,897,407,V
270,262.062,892,391,V
271,262.095,865,366,I
272,262.129,874,350,I
273,262.162,841,340,V
274,262.195,825,325,V
275,262.229,811,309,V
276,262.262,789,297,V
277,262.295,777,283,V
278,262.329,768,278,S
279,262.362,751,271,S
280,262.395,735,263,S
281,262.429,719,258,S
282,262.462,708,247,S
283,262.495,694,244,V
284,262.529,678,240,V
285,262.562,670,240,V
286,262.595,655,239,V
287,262.629,644,238,V
288,262.662,630,240,V
289,262.695,619,244,V
290,262.729,609,242,S
291,262.762,597,250,S
292,262.795,585,252,S
293,262.829,574,254,S
294,262.862,565,260,S
295,262.895,555,267,S
296,262.929,545,276,S
297,262.962,534,283,S
298,262.995,526,294,S
299,263.029,514,293,S
300,263.062,510,286,S
301,263.095,496,272,I
302,263.129,508,273,V
303,263.162,506,267,V
304,263.195,500,256,V
305,263.229,495,256,V
306,263.262,491,251,V
307,263.295,489,252,V
308,263.329,485,247,V
309,263.362,481,245,V
310,263.395,476,245,V
311,263.429,471,239,V
312,263.462,463,239,V
313,263.495,455,236,V
314,263.529,449,238,V
315,263.562,443,239,V
316,263.595,436,241,V
317,263.629,430,246,V
318,263.662,422,246,V
319,263.695,415,252,V
320,263.729,409,260,V
321,263.762,401,265,V
322,263.795,395,276,V
323,263.829,391,288,V
324,263.862,383,297,V
325,263.895,377,310,V
326,263.929,372,324,V
327,263.962,375,327,V
328,263.995,391,318,V
329,264.029,418,298,V
330,264.062,444,287,V
331,264.095,468,276,V
332,264.129,487,267,V
333,264.162,514,257,V
334,264.195,530,251,V
335,264.229,545,244,V
336,264.262,565,239,V
337,264.295,582,234,V
338,264.329,599,230,V
339,264.362,618,230,V
340,264.395,636,228,V
341,264.429,651,228,V
342,264.462,667,230,V
343,264.495,689,230,V
344,264.529,703,233,V
345,264.562,714,234,V
346,264.595,730,236,V
347,264.629,748,242,V
348,264.662,762,249,V
349,264.695,775,250,V
350,264.729,785,260,V
351,264.762,817,263,V
352,264.795,811,257,V
353,264.829,815,249,V
354,264.862,823,244,V
355,264.895,830,235,V
356,264.929,837,228,V
357,264.962,844,226,V
358,264.995,849,220,V
359,265.029,843,214,V
360,265.062,837,213,V
361,265.095,831,210,V
362,265.129,823,209,V
363,265.162,816,212,V
364,265.195,811,210,V
365,265.229,802,209,V
366,265.262,793,208,V
367,265.295,789,215,V
368,265.329,783,219,V
369,265.362,777,223,V
370,265.395,769,229,V
371,265.429,762,235,V
372,265.462,754,244,V
373,265.495,745,250,V
374,265.529,738,262,V
375,265.562,727,273,V
376,265.595,721,282,V
377,265.629,714,294,V
378,265.662,704,313,V
379,265.695,695,324,V
380,265.729,690,337,V
381,265.762,681,352,V
382,265.795,673,377,S
383,265.829,666,394,V
384,265.862,654,409,V
385,265.895,649,404,V
386,265.929,636,400,V
387,265.962,638,394,V
388,265.995,634,391,V
389,266.029,628,388,V
390,266.062,623,393,V
391,266.095,615,389,V
392,266.129,618,377,I
393,266.162,631,364,V
394,266.195,641,345,V
395,266.229,656,326,V
396,266.262,665,314,V
397,266.295,676,298,V
398,266.329,684,286,V
399,266.362,695,276,V
400,266.395,702,263,V
401,266.429,710,261,V
402,266.462,719,251,V
403,266.495,725,246,V
404,266.529,738,245,V
405,266.562,743,241,V
406,266.595,751,241,V
407,266.629,758,241,V
408,266.662,764,239,V
409,266.695,770,241,V
410,266.729,775,245,V
411,266.762,782,245,V
412,266.795,789,249,V
413,266.829,793,256,V
414,266.862,800,257,V
415,266.895,788,263,I
416,266.929,782,251,V
417,266.962,769,245,V
418,266.995,754,239,V
419,267.029,741,235,V
420,267.062,729,231,V
421,267.095,711,231,V
422,267.129,700,228,V
423,267.162,689,226,V
424,267.195,672,226,V
425,267.229,658,229,V
426,267.262,646,230,V
427,267.295,631,234,V
428,267.329,617,236,V
429,267.362,603,242,V
430,267.395,590,249,V
431,267.429,576,255,V
432,267.462,564,261,V
433,267.495,549,270,V
434,267.529,535,281,V
435,267.562,521,289,V
436,267.595,508,304,V
437,267.629,495,318,V
438,267.662,480,330,V
439,267.695,468,346,V
440,267.729,452,359,V
441,267.762,438,377,V
442,267.795,427,391,V
443,267.829,418,389,V
444,267.862,411,384,V
445,267.895,407,377,V
446,267.929,398,370,V
447,267.962,393,369,V
448,267.995,378,367,I
449,268.029,370,362,I
450,268.062,373,354,I
451,268.095,395,351,V
452,268.129,423,334,V
453,268.162,457,316,V
454,268.195,482,305,V
455,268.229,508,293,V
456,268.262,529,283,S
457,268.295,551,278,S
458,268.329,580,267,S
459,268.362,602,260,S
460,268.395,622,265,S
461,268.429,647,252,S
462,268.462,671,247,V
463,268.495,689,246,S
464,268.529,710,247,V
465,268.562,731,251,S
466,268.595,750,251,S
467,268.629,768,256,S
468,268.662,788,256,V
469,268.695,802,263,I
470,268.729,825,268,S
471,268.762,837,274,S
472,268.795,852,283,S
473,268.829,873,279,I
474,268.862,886,272,I
475,268.895,884,286,I
476,268.929,900,256,V
477,268.962,916,245,V
478,268.995,924,236,V
479,269.029,937,233,V
480,269.062,935,229,V
481,269.095,,,N
482,269.129,903,218,V
483,269.162,891,213,V
484,269.195,876,208,V
485,269.229,858,202,I
486,269.262,846,207,I
487,269.295,,,N
488,269.329,825,204,V
489,269.362,809,203,V
490,269.395,795,204,V
491,269.429,783,208,V
492,269.462,768,208,V
493,269.495,754,214,V
494,269.529,740,222,V
495,269.562,725,226,V
496,269.595,711,234,V
497,269.629,697,241,V
498,269.662,684,251,V
499,269.695,668,261,V
500,269.729,652,271,V
501,269.762,638,281,V
502,269.795,624,297,V
503,269.829,610,309,V
504,269.862,596,322,V
505,269.895,586,306,I
506,269.929,,,N
507,269.962,566,268,S
508,269.995,559,250,V
509,270.029,553,238,V
510,270.062,545,226,V
511,270.095,539,215,V
512,270.129,537,203,V
513,270.162,524,199,V
514,270.195,519,192,V
515,270.229,511,186,V
516,270.262,506,182,V
517,270.295,501,178,V
518,270.329,500,181,V
519,270.362,511,186,S
520,270.395,530,197,S
521,270.429,540,210,S
522,270.462,556,222,V
523,270.495,572,234,V
524,270.529,583,250,V
525,270.562,593,262,S
526,270.595,609,283,S
527,270.629,622,297,S
528,270.662,640,322,S
529,270.695,650,340,S
530,270.729,647,332,I
531,270.762,668,336,V
532,270.795,671,313,V
533,270.829,673,299,V
534,270.862,679,288,V
535,270.895,683,273,V
536,270.929,684,267,S
537,270.962,687,256,V
538,270.995,690,249,V
539,271.029,693,242,V
540,271.062,697,235,V
541,271.095,700,234,V
542,271.129,702,226,V
543,271.162,706,228,V
544,271.195,706,231,V
545,271.229,709,224,V
546,271.262,716,224,V
547,271.295,718,229,V
548,271.329,722,229,V
549,271.362,722,229,V
550,271.395,725,241,V
551,271.429,727,241,V
552,271.462,730,245,V
553,271.495,734,236,V
554,271.529,734,226,V
555,271.562,735,218,V
556,271.595,734,215,V
557,271.629,730,208,V
558,271.662,730,203,V
559,271.695,727,199,V
560,271.729,725,198,V
561,271.762,724,194,V
562,271.795,720,197,V
563,271.829,716,192,V
564,271.862,716,194,V
565,271.895,716,199,V
566,271.929,714,193,V
567,271.962,711,203,V
568,271.995,708,204,V
569,272.029,705,210,V
570,272.062,702,217,V
571,272.095,700,224,V
572,272.129,699,233,V
573,272.162,695,241,V
574,272.195,695,251,V
575,272.229,692,261,V
576,272.262,689,274,V
577,272.295,688,290,S
578,272.329,686,304,S
579,272.362,689,335,I
580,272.395,702,347,I
581,272.429,706,366,I
582,272.462,705,367,I
583,272.495,706,377,I
584,272.529,709,393,I
585,272.562,710,409,I
586,272.595,709,409,I
587,272.629,690,391,I
588,272.662,678,386,I
589,272.695,678,385,V
590,272.729,678,385,I
591,272.762,667,372,I
592,272.795,662,351,V
593,272.829,665,330,V
594,272.862,654,288,V
595,272.895,645,263,S
596,272.929,642,234,S
597,272.962,634,208,S
598,272.995,626,185,S
599,273.029,622,167,S
600,273.062,617,146,V
601,273.095,610,129,V
602,273.129,602,112,V
603,273.162,597,100,V
604,273.195,591,82,V
605,273.229,583,70,V
606,273.262,578,60,V
607,273.295,574,47,V
608,273.329,569,43,V
609,273.362,562,32,V
610,273.395,560,30,V
611,273.429,553,23,V
612,273.462,548,21,V
613,273.495,543,21,V
614,273.529,537,15,V
615,273.562,532,15,V
616,273.595,527,16,V
617,273.629,524,16,V
618,273.662,519,23,V
619,273.695,516,23,V
620,273.729,511,30,V
621,273.762,507,31,V
622,273.795,501,38,V
623,273.829,500,44,V
624,273.862,496,52,V
625,273.895,492,59,S
626,273.929,485,69,S
627,273.962,484,80,V
628,273.995,480,89,V
629,274.029,479,98,V
630,274.062,476,107,V
631,274.095,470,119,V
632,274.129,471,137,I
633,274.162,474,150,I
634,274.195,474,154,I
635,274.229,462,170,I
636,274.262,457,181,S
637,274.295,457,198,S
638,274.329,450,180,S
639,274.362,448,165,S
640,274.395,447,156,V
641,274.429,443,146,V
642,274.462,442,135,V
643,274.495,437,129,V
644,274.529,436,124,V
645,274.562,436,117,V
646,274.595,430,112,V
647,274.629,428,106,V
648,274.662,426,101,V
649,274.695,421,97,V
650,274.729,418,98,V
651,274.762,416,95,V
652,274.795,417,96,V
653,274.829,411,96,V
654,274.862,409,96,V
655,274.895,416,92,V
656,274.929,420,68,S
657,274.962,426,43,S
658,274.995,428,33,S
659,275.029,441,11,S
660,275.062,,,N
661,275.095,,,N
662,275.129,,,N
663,275.162,,,N
664,275.195,,,N
665,275.229,,,N
666,275.262,,,N
667,275.295,,,N
668,275.329,,,N
669,275.362,,,N
670,275.395,,,N
671,275.429,,,N
672,275.462,,,N
673,275.495,,,N
674,275.529,,,N
675,275.562,,,N
676,275.595,,,N
677,275.629,,,N
678,275.662,,,N
679,275.695,,,N
680,275.729,,,N
681,275.762,,,N
682,275.795,,,N
683,275.829,,,N
684,275.862,,,N
685,275.895,,,N
686,275.929,,,N
687,275.962,,,N
688,275.995,,,N
689,276.029,,,N
690,276.062,,,N
691,276.095,,,N
692,276.129,,,N
693,276.162,,,N
694,276.195,770,1,V
695,276.229,780,18,V
696,276.262,793,47,V
697,276.295,804,74,V
698,276.329,815,102,V
699,276.362,823,130,V
700,276.395,836,164,V
701,276.429,846,192,V
702,276.462,860,236,S
703,276.495,864,261,S
704,276.529,853,257,S
705,276.562,834,249,V
706,276.595,826,247,V
707,276.629,815,244,V
708,276.662,805,245,V
709,276.695,798,244,V
710,276.729,785,242,V
711,276.762,780,244,V
712,276.795,775,249,V
713,276.829,768,249,V
714,276.862,762,251,V
715,276.895,758,241,V
716,276.929,756,217,S
717,276.962,753,203,S
718,276.995,750,186,S
719,277.029,747,180,S
720,277.062,745,164,V
721,277.095,743,155,V
722,277.129,738,144,V
723,277.162,736,137,V
724,277.195,734,132,V
725,277.229,732,128,V
726,277.262,726,126,V
727,277.295,716,129,V
728,277.329,709,128,V
729,277.362,698,133,V
730,277.395,689,134,V
731,277.429,677,140,V
732,277.462,667,148,V
733,277.495,657,154,V
734,277.529,638,170,V
735,277.562,634,170,V
736,277.595,623,180,S
737,277.629,612,185,S
738,277.662,601,198,S
739,277.695,586,213,S
740,277.729,572,228,S
741,277.762,558,242,V
742,277.795,545,257,V
743,277.829,533,288,I
744,277.862,518,295,V
745,277.895,505,315,V
746,277.929,508,314,I
747,277.962,534,290,I
748,277.995,544,276,I
749,278.029,,,N
750,278.062,569,236,V
751,278.095,586,225,S
752,278.129,596,214,S
753,278.162,603,203,V
754,278.195,619,197,S
755,278.229,625,193,S
756,278.262,638,185,S
757,278.295,645,187,S
758,278.329,656,186,S
759,278.362,665,183,S
760,278.395,672,186,S
761,278.429,678,186,S
762,278.462,689,190,S
763,278.495,693,196,V
764,278.529,704,201,V
765,278.562,705,204,S
766,278.595,710,198,S
767,278.629,718,182,S
768,278.662,727,174,S
769,278.695,727,160,S
770,278.729,730,154,S
771,278.762,735,145,V
772,278.795,741,140,V
773,278.829,737,134,V
774,278.862,730,129,V
775,278.895,725,124,V
776,278.929,718,122,V
777,278.962,708,118,V
778,278.995,699,117,V
779,279.029,693,114,V
780,279.062,684,114,V
781,279.095,678,116,V
782,279.129,668,117,V
783,279.162,661,118,V
784,279.195,650,122,V
785,279.229,640,126,V
786,279.262,633,130,V
787,279.295,624,134,V
788,279.329,613,142,V
789,279.362,604,146,V
790,279.395,597,155,V
791,279.429,587,164,V
792,279.462,578,171,V
793,279.495,566,182,S
794,279.529,555,196,S
795,279.562,543,209,S
796,279.595,535,220,S
797,279.629,527,234,S
798,279.662,516,255,S
799,279.695,502,266,S
800,279.729,494,286,S
801,279.762,485,306,V
802,279.795,487,320,I
803,279.829,487,309,I
804,279.862,502,293,V
805,279.895,518,272,S
806,279.929,530,258,S
807,279.962,549,245,S
808,279.995,564,229,V
809,280.029,576,219,V
810,280.062,597,212,S
811,280.095,608,198,V
812,280.129,609,196,V
813,280.162,629,190,V
814,280.195,645,180,V
815,280.229,652,183,V
816,280.262,667,177,V
817,280.295,676,176,S
818,280.329,686,177,S
819,280.362,695,178,S
820,280.395,708,178,S
821,280.429,718,185,V
822,280.462,729,185,V
823,280.495,741,193,V
824,280.529,748,197,V
825,280.562,751,202,S
826,280.595,761,209,S
827,280.629,768,218,V
828,280.662,777,217,S
829,280.695,784,215,S
830,280.729,790,198,S
831,280.762,799,190,V
832,280.795,805,181,V
833,280.829,811,172,V
834,280.862,817,166,V
835,280.895,822,160,V
836,280.929,822,160,V
837,280.962,818,154,V
838,280.995,801,151,V
839,281.029,793,151,V
840,281.062,778,144,V
841,281.095,764,140,V
842,281.129,751,144,V
843,281.162,737,142,V
844,281.195,722,146,V
845,281.229,708,146,V
846,281.262,699,148,V
847,281.295,687,153,V
848,281.329,670,160,V
849,281.362,655,166,V
850,281.395,640,169,V
851,281.429,625,178,S
852,281.462,610,187,S
853,281.495,598,196,V
854,281.529,580,212,S
855,281.562,562,222,S
856,281.595,546,234,S
857,281.629,530,250,S
858,281.662,516,263,S
859,281.695,496,283,S
860,281.729,482,298,S
861,281.762,457,326,I
862,281.795,452,337,I
863,281.829,447,337,I
864,281.862,450,331,I
865,281.895,484,314,V
866,281.929,494,305,V
867,281.962,507,303,V
868,281.995,519,297,V
869,282.029,539,298,V
870,282.062,546,290,V
871,282.095,555,289,V
872,282.129,570,289,V
873,282.162,569,290,V
874,282.195,578,289,V
875,282.229,580,298,V
876,282.262,582,297,V
877,282.295,592,304,V
878,282.329,594,310,V
879,282.362,603,314,V
880,282.395,602,327,V
881,282.429,607,330,V
882,282.462,613,340,V
883,282.495,622,346,V
884,282.529,625,336,V
