frame_file,rally_cum,stratum,t_video,x_frac,y_frac,visible,is_contact
f0024_r5_random_t163.153_2.jpg,5,random,163.153,,,0,0
f0025_r6_random_t173.042_2.jpg,6,random,173.042,0.47633,0.18013,1,0
f0026_r7_random_t193.327_2.jpg,7,random,193.327,0.40530,0.17340,1,0
f0027_r8_fast_t215.235_2.jpg,8,fast,215.235,,,0,0
f0028_r8_random_t217.262_2.jpg,8,random,217.262,0.64867,0.27273,1,0
f0029_r8_random_t219.246_2.jpg,8,random,219.246,,,0,0
f0030_r8_random_t221.033_2.jpg,8,random,221.033,0.52652,0.21886,1,0
f0031_r8_fast_t222.364_2.jpg,8,fast,222.364,0.55208,0.18519,1,0
f0032_r8_random_t223.986_2.jpg,8,random,223.986,,,0,0
f0033_r8_random_t225.827_2.jpg,8,random,225.827,,,0,0
f0034_r9_fast_t254.248_2.jpg,9,fast,254.248,0.53409,0.51852,1,0
f0035_r9_random_t264.444_2.jpg,9,random,264.444,0.51042,0.31987,1,0
f0036_r10_fast_t297.484_2.jpg,10,fast,297.484,0.45739,0.38552,1,0
f0037_r10_fast_t307.061_2.jpg,10,fast,307.061,0.39678,0.28283,1,0
f0038_r11_fast_t332.863_2.jpg,11,fast,332.863,,,0,0
f0039_r11_fast_t339.908_2.jpg,11,fast,339.908,0.41572,0.85859,1,0
f0040_r11_fast_t349.327_2.jpg,11,fast,349.327,,,0,0
f0041_r11_fast_t351.181_2.jpg,11,fast,351.181,,,0,0
f0042_r11_fast_t352.219_2.jpg,11,fast,352.219,,,0,0
f0043_r12_fast_t360.046_2.jpg,12,fast,360.046,0.57197,0.18350,1,0
f0044_r12_random_t372.062_2.jpg,12,random,372.062,0.26326,0.37710,1,0
f0045_r12_fast_t372.618_2.jpg,12,fast,372.618,,,0,0
f0046_r12_fast_t376.253_2.jpg,12,fast,376.253,,,0,0
f0047_r12_fast_t386.707_2.jpg,12,fast,386.707,,,0,0
f0048_r13_fast_t392.318_2.jpg,13,fast,392.318,0.70549,0.80471,1,0
f0049_r13_random_t394.286_2.jpg,13,random,394.286,,,0,0
f0050_r13_fast_t398.552_2.jpg,13,fast,398.552,0.45739,0.39057,1,0
f0051_r14_random_t411.109_2.jpg,14,random,411.109,0.55966,0.20875,1,0
f0052_r14_random_t419.418_2.jpg,14,random,419.418,,,0,0
f0053_r14_fast_t421.570_2.jpg,14,fast,421.570,,,0,0
f0054_r14_random_t422.688_2.jpg,14,random,422.688,,,0,0
f0055_r15_random_t429.350_2.jpg,15,random,429.350,0.76420,0.76599,1,0
f0056_r15_random_t432.376_2.jpg,15,random,432.376,0.54545,0.25421,1,0
f0057_r15_fast_t434.299_2.jpg,15,fast,434.299,0.45076,0.33502,1,0
f0058_r16_random_t458.868_2.jpg,16,random,458.868,0.32386,0.31650,1,0
f0059_r16_random_t462.410_2.jpg,16,random,462.410,,,0,0
f0060_r16_random_t465.792_2.jpg,16,random,465.792,,,0,0
f0061_r20_fast_t491.451_2.jpg,20,fast,491.451,0.49811,0.34512,1,0
f0062_r20_fast_t495.228_2.jpg,20,fast,495.228,0.53504,0.33333,1,0
f0063_r20_random_t505.017_2.jpg,20,random,505.017,0.42614,0.41919,1,0
f0064_r25_fast_t598.919_2.jpg,25,fast,598.919,0.26515,0.82492,1,0
f0065_r25_fast_t609.320_2.jpg,25,fast,609.320,0.35890,0.42761,1,0
f0066_r25_fast_t611.589_2.jpg,25,fast,611.589,0.58144,0.30808,1,0
f0067_r25_fast_t614.887_2.jpg,25,fast,614.887,0.37500,0.49663,1,0
f0068_r25_random_t621.011_2.jpg,25,random,621.011,,,0,0
f0069_r25_random_t630.840_2.jpg,25,random,630.840,0.52178,0.52525,1,0
f0070_r25_random_t647.106_2.jpg,25,random,647.106,,,0,0
f0071_r28_random_t694.305_2.jpg,28,random,694.305,,,0,0
f0072_r28_fast_t696.980_2.jpg,28,fast,696.980,,,0,0
f0073_r28_random_t697.659_2.jpg,28,random,697.659,,,0,0
f0074_r28_fast_t701.707_2.jpg,28,fast,701.707,0.47159,0.31313,1,0
f0075_r28_random_t704.761_2.jpg,28,random,704.761,0.46686,0.30976,1,0
f0076_r28_fast_t706.178_2.jpg,28,fast,706.178,0.46591,0.30976,1,0
f0077_r28_random_t711.560_2.jpg,28,random,711.560,,,0,0
f0078_r30_fast_t761.717_2.jpg,30,fast,761.717,,,0,0
f0079_r30_fast_t762.879_2.jpg,30,fast,762.879,0.60322,0.56397,1,0
f0080_r30_fast_t764.263_2.jpg,30,fast,764.263,0.30492,0.19192,1,0
f0081_r30_fast_t773.390_2.jpg,30,fast,773.390,,,0,0
f0082_r32_random_t814.986_2.jpg,32,random,814.986,,,0,0
f0083_r32_random_t822.559_2.jpg,32,random,822.559,0.61080,0.78451,1,0
f0084_r34_random_t870.180_2.jpg,34,random,870.180,,,0,0
f0085_r34_fast_t871.053_2.jpg,34,fast,871.053,0.48958,0.18855,1,0
f0086_r34_fast_t876.107_2.jpg,34,fast,876.107,,,0,0
f0087_r34_random_t878.476_2.jpg,34,random,878.476,0.54072,0.32155,1,0
f0088_r38_fast_t972.697_2.jpg,38,fast,972.697,,,0,0
f0089_r38_random_t975.179_2.jpg,38,random,975.179,0.41288,0.23401,1,0
f0090_r38_fast_t976.102_2.jpg,38,fast,976.102,,,0,0
f0091_r38_fast_t976.739_2.jpg,38,fast,976.739,,,0,0
f0092_r38_random_t978.915_2.jpg,38,random,978.915,0.70455,0.75084,1,0
f0093_r38_fast_t979.941_2.jpg,38,fast,979.941,0.49242,0.31313,1,0
f0094_r38_fast_t981.180_2.jpg,38,fast,981.180,0.36458,0.28114,1,0
f0095_r38_fast_t981.965_2.jpg,38,fast,981.965,,,0,0
f0096_r38_random_t986.901_2.jpg,38,random,986.901,0.17235,0.75589,1,0
f0097_r38_fast_t987.469_2.jpg,38,fast,987.469,,,0,0
f0098_r39_fast_t998.392_2.jpg,39,fast,998.392,,,0,0
f0099_r39_random_t1002.644_2.jpg,39,random,1002.644,0.54830,0.32155,1,0
f0100_r39_fast_t1004.505_2.jpg,39,fast,1004.505,0.47727,0.27778,1,0
f0101_r39_fast_t1005.267_2.jpg,39,fast,1005.267,,,0,0
f0102_r39_fast_t1008.002_2.jpg,39,fast,1008.002,0.63731,0.34848,1,0
f0103_r39_fast_t1008.904_2.jpg,39,fast,1008.904,,,0,0
f0104_r39_fast_t1010.962_2.jpg,39,fast,1010.962,,,0,0
f0105_r43_random_t1125.660_2.jpg,43,random,1125.660,,,0,0
f0106_r43_fast_t1126.204_2.jpg,43,fast,1126.204,,,0,0
f0107_r43_fast_t1129.303_2.jpg,43,fast,1129.303,0.56723,0.39899,1,0
f0108_r44_random_t1137.641_2.jpg,44,random,1137.641,0.54072,0.19529,1,0
f0109_r44_random_t1140.564_2.jpg,44,random,1140.564,0.44034,0.27946,1,0
f0110_r44_fast_t1142.103_2.jpg,44,fast,1142.103,0.38542,0.25926,1,0
f0111_r44_random_t1144.796_2.jpg,44,random,1144.796,0.56155,0.28788,1,0
f0112_r44_fast_t1146.186_2.jpg,44,fast,1146.186,0.64299,0.39562,1,0
f0113_r44_fast_t1148.112_2.jpg,44,fast,1148.112,0.35985,0.33838,1,0
f0114_r44_fast_t1148.862_2.jpg,44,fast,1148.862,0.39678,0.32997,1,0
f0115_r44_fast_t1149.422_2.jpg,44,fast,1149.422,,,0,0
f0116_r44_fast_t1151.383_2.jpg,44,fast,1151.383,,,0,0
f0117_r45_fast_t1156.189_2.jpg,45,fast,1156.189,,,0,0
f0118_r45_random_t1156.980_2.jpg,45,random,1156.980,,,0,0
f0119_r45_fast_t1158.981_2.jpg,45,fast,1158.981,,,0,0
f0120_r45_fast_t1160.231_2.jpg,45,fast,1160.231,,,0,0
f0121_r45_random_t1161.106_2.jpg,45,random,1161.106,,,0,0
f0122_r45_fast_t1162.062_2.jpg,45,fast,1162.062,0.54640,0.30976,1,0
f0123_r45_random_t1164.007_2.jpg,45,random,1164.007,0.31723,0.21044,1,0
f0124_r45_fast_t1164.774_2.jpg,45,fast,1164.774,0.46780,0.21380,1,0
f0125_r45_random_t1167.019_2.jpg,45,random,1167.019,0.37027,0.34007,1,0
f0126_r45_fast_t1169.023_2.jpg,45,fast,1169.023,0.46686,0.30808,1,0
f0127_r45_random_t1172.410_2.jpg,45,random,1172.410,0.38920,0.39057,1,0
f0128_r47_fast_t1211.465_2.jpg,47,fast,1211.465,,,0,0
f0129_r47_random_t1213.205_2.jpg,47,random,1213.205,,,0,0
f0130_r47_fast_t1215.378_2.jpg,47,fast,1215.378,,,0,0
f0131_r47_fast_t1217.621_2.jpg,47,fast,1217.621,,,0,0
f0132_r47_fast_t1218.864_2.jpg,47,fast,1218.864,0.60795,0.29798,1,0
f0133_r47_fast_t1220.122_2.jpg,47,fast,1220.122,0.57481,0.39226,1,0
f0134_r48_fast_t1227.478_2.jpg,48,fast,1227.478,0.63258,0.67845,1,0
f0135_r48_fast_t1231.016_2.jpg,48,fast,1231.016,,,0,0
f0136_r48_fast_t1245.874_2.jpg,48,fast,1245.874,,,0,0
f0137_r49_random_t1255.939_2.jpg,49,random,1255.939,,,0,0
f0138_r49_random_t1257.312_2.jpg,49,random,1257.312,,,0,0
f0139_r49_fast_t1261.526_2.jpg,49,fast,1261.526,0.44697,0.31313,1,0
f0140_r49_fast_t1264.832_2.jpg,49,fast,1264.832,0.57292,0.15152,1,0
f0141_r49_fast_t1265.646_2.jpg,49,fast,1265.646,,,0,0
f0142_r49_random_t1274.662_2.jpg,49,random,1274.662,0.44792,0.36195,1,0
f0143_r49_fast_t1276.092_2.jpg,49,fast,1276.092,0.48295,0.33165,1,0
f0144_r52_fast_t1330.829_2.jpg,52,fast,1330.829,,,0,0
f0145_r52_random_t1332.204_2.jpg,52,random,1332.204,,,0,0
f0146_r52_fast_t1334.831_2.jpg,52,fast,1334.831,0.58807,0.79125,1,0
f0147_r52_fast_t1336.523_2.jpg,52,fast,1336.523,0.50095,0.25084,1,0
f0148_r53_random_t1346.748_2.jpg,53,random,1346.748,,,0,0
f0149_r53_fast_t1349.429_2.jpg,53,fast,1349.429,,,0,0
f0150_r53_fast_t1353.760_2.jpg,53,fast,1353.760,0.43750,0.30640,1,0
f0151_r53_fast_t1356.776_2.jpg,53,fast,1356.776,0.73864,0.40741,1,0
f0152_r54_fast_t1366.211_2.jpg,54,fast,1366.211,,,0,0
f0153_r54_fast_t1370.244_2.jpg,54,fast,1370.244,0.57386,0.78788,1,0
f0154_r54_fast_t1372.511_2.jpg,54,fast,1372.511,0.53598,0.36195,1,0
f0155_r54_fast_t1375.664_2.jpg,54,fast,1375.664,0.61458,0.34007,1,0
f0156_r54_random_t1378.247_2.jpg,54,random,1378.247,0.69223,0.41414,1,0
f0157_r57_random_t1427.799_2.jpg,57,random,1427.799,,,0,0
f0158_r57_random_t1430.267_2.jpg,57,random,1430.267,0.57481,0.82323,1,0
f0159_r57_fast_t1433.206_2.jpg,57,fast,1433.206,,,0,0
f0160_r59_fast_t1454.349_2.jpg,59,fast,1454.349,0.46023,0.51852,1,0
f0161_r59_fast_t1456.218_2.jpg,59,fast,1456.218,,,0,0
f0162_r59_fast_t1458.674_2.jpg,59,fast,1458.674,,,0,0
f0163_r59_fast_t1459.375_2.jpg,59,fast,1459.375,,,0,0
f0164_r59_fast_t1460.757_2.jpg,59,fast,1460.757,,,0,0
f0165_r59_fast_t1462.053_2.jpg,59,fast,1462.053,,,0,0
f0166_r62_fast_t1506.343_2.jpg,62,fast,1506.343,0.43466,0.17845,1,0
f0167_r62_fast_t1509.311_2.jpg,62,fast,1509.311,0.39867,0.22727,1,0
f0168_r62_random_t1510.707_2.jpg,62,random,1510.707,0.55871,0.16667,1,0
f0169_r62_fast_t1516.606_2.jpg,62,fast,1516.606,0.52083,0.28956,1,0
f0170_r62_random_t1519.739_2.jpg,62,random,1519.739,0.41761,0.18013,1,0
f0171_r62_fast_t1520.714_2.jpg,62,fast,1520.714,,,0,0
f0172_r62_fast_t1525.133_2.jpg,62,fast,1525.133,0.49621,0.27778,1,0
f0173_r64_fast_t1549.467_2.jpg,64,fast,1549.467,,,0,0
f0174_r64_fast_t1550.061_2.jpg,64,fast,1550.061,,,0,0
f0175_r64_fast_t1552.613_2.jpg,64,fast,1552.613,,,0,0
f0176_r64_fast_t1554.736_2.jpg,64,fast,1554.736,0.49811,0.34680,1,0
f0177_r64_random_t1555.575_2.jpg,64,random,1555.575,0.64299,0.52862,1,0
f0178_r64_fast_t1559.900_2.jpg,64,fast,1559.900,,,0,0
f0179_r64_fast_t1562.459_2.jpg,64,fast,1562.459,0.73864,0.20875,1,0
f0180_r64_fast_t1563.553_2.jpg,64,fast,1563.553,,,0,0
f0181_r66_random_t1587.720_2.jpg,66,random,1587.720,0.27841,0.38047,1,0
f0182_r66_random_t1589.674_2.jpg,66,random,1589.674,,,0,0
f0183_r66_fast_t1592.088_2.jpg,66,fast,1592.088,,,0,0
f0184_r66_fast_t1595.679_2.jpg,66,fast,1595.679,0.39110,0.32997,1,0
f0185_r67_random_t1606.318_2.jpg,67,random,1606.318,,,0,0
f0186_r67_fast_t1608.817_2.jpg,67,fast,1608.817,,,0,0
f0187_r67_fast_t1612.291_2.jpg,67,fast,1612.291,0.41004,0.18350,1,0
f0188_r67_fast_t1613.231_2.jpg,67,fast,1613.231,0.49242,0.32828,1,0
f0189_r67_fast_t1615.514_2.jpg,67,fast,1615.514,0.46307,0.36195,1,0
f0190_r68_fast_t1623.981_2.jpg,68,fast,1623.981,,,0,0
f0191_r68_fast_t1630.697_2.jpg,68,fast,1630.697,,,0,0
f0192_r68_random_t1638.440_2.jpg,68,random,1638.440,,,0,0
f0193_r68_random_t1653.121_2.jpg,68,random,1653.121,,,0,0
f0194_r68_fast_t1655.922_2.jpg,68,fast,1655.922,0.66572,0.72054,1,0
f0195_r73_random_t1781.937_2.jpg,73,random,1781.937,0.44697,0.28956,1,0
f0196_r73_random_t1788.141_2.jpg,73,random,1788.141,,,0,0
f0197_r73_fast_t1789.244_2.jpg,73,fast,1789.244,,,0,0
f0198_r73_fast_t1790.573_2.jpg,73,fast,1790.573,0.58902,0.30135,1,0
f0199_r73_fast_t1792.808_2.jpg,73,fast,1792.808,,,0,0
f0200_r73_fast_t1794.782_2.jpg,73,fast,1794.782,,,0,0
f0201_r73_random_t1796.668_2.jpg,73,random,1796.668,,,0,0
f0202_r80_random_t1934.281_2.jpg,80,random,1934.281,,,0,0
f0203_r80_fast_t1938.472_2.jpg,80,fast,1938.472,,,0,0
f0204_r80_fast_t1939.535_2.jpg,80,fast,1939.535,,,0,0
f0205_r80_fast_t1947.323_2.jpg,80,fast,1947.323,0.21402,0.75589,1,0
f0206_r80_random_t1948.550_2.jpg,80,random,1948.550,0.42330,0.26094,1,0
f0207_r80_random_t1954.333_2.jpg,80,random,1954.333,0.50473,0.35859,1,0
f0208_r85_fast_t2041.742_2.jpg,85,fast,2041.742,,,0,0
f0209_r85_random_t2043.754_2.jpg,85,random,2043.754,,,0,0
f0210_r85_fast_t2046.644_2.jpg,85,fast,2046.644,0.42235,0.19360,1,0
f0211_r85_fast_t2050.339_2.jpg,85,fast,2050.339,0.73958,0.75253,1,0
f0212_r86_random_t2057.700_2.jpg,86,random,2057.700,,,0,0
f0213_r86_random_t2063.459_2.jpg,86,random,2063.459,,,0,0
f0214_r86_fast_t2069.406_2.jpg,86,fast,2069.406,,,0,0
f0215_r86_random_t2078.373_2.jpg,86,random,2078.373,0.44129,0.36195,1,0
f0216_r86_fast_t2092.357_2.jpg,86,fast,2092.357,,,0,0
f0217_r89_random_t2147.012_2.jpg,89,random,2147.012,,,0,0
f0218_r89_fast_t2148.031_2.jpg,89,fast,2148.031,,,0,0
f0219_r89_random_t2150.142_2.jpg,89,random,2150.142,,,0,0
f0220_r89_random_t2155.844_2.jpg,89,random,2155.844,0.51420,0.18855,1,0
f0221_r89_fast_t2157.141_2.jpg,89,fast,2157.141,,,0,0
f0222_r90_fast_t2165.198_2.jpg,90,fast,2165.198,0.56818,0.18519,1,0
f0223_r90_fast_t2172.211_2.jpg,90,fast,2172.211,0.46402,0.19529,1,0
f0224_r90_fast_t2173.606_2.jpg,90,fast,2173.606,0.49053,0.27104,1,0
f0225_r90_fast_t2174.521_2.jpg,90,fast,2174.521,0.51515,0.31818,1,0
f0226_r90_fast_t2175.194_2.jpg,90,fast,2175.194,0.47348,0.29798,1,0
f0227_r91_fast_t2194.915_2.jpg,91,fast,2194.915,,,0,0
f0228_r91_random_t2198.848_2.jpg,91,random,2198.848,0.32102,0.17677,1,0
f0229_r91_fast_t2201.344_2.jpg,91,fast,2201.344,0.46402,0.30976,1,0
f0230_r91_fast_t2202.995_2.jpg,91,fast,2202.995,0.51231,0.30303,1,0
f0231_r91_random_t2206.060_2.jpg,91,random,2206.060,0.64015,0.32492,1,0
f0232_r91_fast_t2210.003_2.jpg,91,fast,2210.003,,,0,0
f0233_r91_fast_t2210.685_2.jpg,91,fast,2210.685,0.33712,0.42761,1,0
f0234_r93_fast_t2233.152_2.jpg,93,fast,2233.152,,,0,0
f0235_r93_random_t2234.792_2.jpg,93,random,2234.792,,,0,0
f0236_r93_fast_t2239.000_2.jpg,93,fast,2239.000,,,0,0
f0237_r93_random_t2243.788_2.jpg,93,random,2243.788,,,0,0
f0238_r93_fast_t2248.441_2.jpg,93,fast,2248.441,0.34943,0.41414,1,0
f0239_r94_fast_t2253.425_2.jpg,94,fast,2253.425,,,0,0
f0240_r94_random_t2266.306_2.jpg,94,random,2266.306,0.43466,0.92929,1,0
f0241_r95_random_t2273.052_2.jpg,95,random,2273.052,,,0,0
f0242_r95_fast_t2273.825_2.jpg,95,fast,2273.825,,,0,0
f0243_r95_random_t2281.968_2.jpg,95,random,2281.968,0.50379,0.26936,1,0
f0244_r95_random_t2285.396_2.jpg,95,random,2285.396,0.39394,0.39226,1,0
f0245_r95_fast_t2287.801_2.jpg,95,fast,2287.801,0.57197,0.36364,1,0
f0246_r95_random_t2289.332_2.jpg,95,random,2289.332,,,0,0
f0247_r95_fast_t2292.046_2.jpg,95,fast,2292.046,0.38731,0.36364,1,0
f0248_r95_fast_t2299.368_2.jpg,95,fast,2299.368,0.36932,0.42424,1,0
f0249_r97_fast_t2317.377_2.jpg,97,fast,2317.377,,,0,0
f0250_r97_fast_t2318.124_2.jpg,97,fast,2318.124,,,0,0
f0251_r97_fast_t2324.312_2.jpg,97,fast,2324.312,0.32197,0.63300,1,0
f0252_r97_random_t2325.746_2.jpg,97,random,2325.746,0.41193,0.27778,1,0
f0253_r97_fast_t2326.905_2.jpg,97,fast,2326.905,0.35227,0.35859,1,0
f0254_r97_fast_t2329.962_2.jpg,97,fast,2329.962,0.41761,0.27778,1,0
f0255_r97_fast_t2331.490_2.jpg,97,fast,2331.490,0.60417,0.39899,1,0
f0256_r97_random_t2332.001_2.jpg,97,random,2332.001,,,0,0
f0257_r99_fast_t2368.875_2.jpg,99,fast,2368.875,,,0,0
f0258_r99_random_t2371.539_2.jpg,99,random,2371.539,,,0,0
f0259_r99_fast_t2373.996_2.jpg,99,fast,2373.996,,,0,0
f0260_r99_fast_t2379.958_2.jpg,99,fast,2379.958,0.56913,0.53535,1,0
f0261_r99_fast_t2382.009_2.jpg,99,fast,2382.009,,,0,0
f0262_r101_fast_t2417.536_2.jpg,101,fast,2417.536,,,0,0
f0263_r101_random_t2418.668_2.jpg,101,random,2418.668,,,0,0
f0264_r101_fast_t2419.185_2.jpg,101,fast,2419.185,0.48580,0.19192,1,0
f0265_r101_fast_t2420.328_2.jpg,101,fast,2420.328,0.39583,0.60101,1,0
f0266_r101_random_t2422.121_2.jpg,101,random,2422.121,,,0,0
f0267_r101_fast_t2423.204_2.jpg,101,fast,2423.204,0.62689,0.41077,1,0
f0268_r103_fast_t2454.262_2.jpg,103,fast,2454.262,0.73864,0.17003,1,0
f0269_r103_fast_t2458.510_2.jpg,103,fast,2458.510,0.31913,0.66330,1,0
f0270_r103_random_t2468.131_2.jpg,103,random,2468.131,0.34754,0.30808,1,0
f0271_r103_fast_t2473.262_2.jpg,103,fast,2473.262,0.38447,0.39731,1,0
f0272_r103_random_t2477.949_2.jpg,103,random,2477.949,0.32481,0.21549,1,0
f0273_r103_fast_t2479.788_2.jpg,103,fast,2479.788,,,0,0
f0274_r104_random_t2496.035_2.jpg,104,random,2496.035,0.38826,0.31818,1,0
f0275_r104_random_t2500.011_2.jpg,104,random,2500.011,0.44318,0.39394,1,0
f0276_r104_random_t2507.837_2.jpg,104,random,2507.837,,,0,0
f0277_r104_random_t2508.649_2.jpg,104,random,2508.649,0.30777,0.35522,1,0
f0278_r117_random_t2769.871_2.jpg,117,random,2769.871,0.38352,0.31818,1,0
f0279_r117_fast_t2772.313_2.jpg,117,fast,2772.313,0.41098,0.34175,1,0
f0280_r126_random_t2972.208_2.jpg,126,random,2972.208,,,0,0
f0281_r126_random_t2977.381_2.jpg,126,random,2977.381,0.35606,0.45623,1,0
f0282_r130_fast_t3072.187_2.jpg,130,fast,3072.187,0.50663,0.31145,1,0
f0283_r130_random_t3076.123_2.jpg,130,random,3076.123,0.50473,0.33838,1,0
f0284_r130_random_t3078.923_2.jpg,130,random,3078.923,0.45928,0.49158,1,0
f0285_r141_fast_t3332.145_2.jpg,141,fast,3332.145,,,0,0
f0286_r141_fast_t3339.326_2.jpg,141,fast,3339.326,0.46117,0.21212,1,0
f0287_r141_fast_t3341.748_2.jpg,141,fast,3341.748,0.52273,0.19865,1,0
f0288_r141_fast_t3348.585_2.jpg,141,fast,3348.585,0.68845,0.29798,1,0
f0289_r145_fast_t3445.356_2.jpg,145,fast,3445.356,,,0,0
f0290_r145_random_t3447.001_2.jpg,145,random,3447.001,,,0,0
f0291_r145_random_t3450.153_2.jpg,145,random,3450.153,0.73769,0.71380,1,0
f0292_r145_random_t3452.687_2.jpg,145,random,3452.687,0.34659,0.34680,1,0
f0293_r145_fast_t3454.411_2.jpg,145,fast,3454.411,0.47822,0.51347,1,0
f0294_r145_fast_t3456.563_2.jpg,145,fast,3456.563,,,0,0
f0295_r147_fast_t3493.873_2.jpg,147,fast,3493.873,0.42235,0.30808,1,0
f0296_r147_fast_t3494.756_2.jpg,147,fast,3494.756,,,0,0
f0297_r147_fast_t3495.290_2.jpg,147,fast,3495.290,,,0,0
f0298_r147_fast_t3496.227_2.jpg,147,fast,3496.227,,,0,0
f0299_r148_random_t3515.983_2.jpg,148,random,3515.983,0.42898,0.14478,1,0
f0300_r148_fast_t3527.949_2.jpg,148,fast,3527.949,,,0,0
f0301_r149_fast_t3542.928_2.jpg,149,fast,3542.928,,,0,0
f0302_r149_random_t3544.028_2.jpg,149,random,3544.028,,,0,0
f0303_r149_fast_t3554.035_2.jpg,149,fast,3554.035,0.32386,0.33333,1,0
f0304_r149_fast_t3556.469_2.jpg,149,fast,3556.469,0.55303,0.37710,1,0
f0305_r151_fast_t3583.326_2.jpg,151,fast,3583.326,0.56061,0.59596,1,0
f0306_r151_fast_t3587.287_2.jpg,151,fast,3587.287,0.61269,0.34848,1,0
f0307_r151_fast_t3589.085_2.jpg,151,fast,3589.085,0.42803,0.32997,1,0
f0308_r151_random_t3594.356_2.jpg,151,random,3594.356,0.39867,0.37879,1,0
f0309_r152_fast_t3605.498_2.jpg,152,fast,3605.498,,,0,0
f0310_r152_fast_t3637.014_2.jpg,152,fast,3637.014,,,0,0
f0311_r152_fast_t3637.928_2.jpg,152,fast,3637.928,,,0,0
f0312_r152_random_t3639.576_2.jpg,152,random,3639.576,,,0,0
f0313_r154_fast_t3690.030_2.jpg,154,fast,3690.030,,,0,0
f0314_r154_random_t3698.575_2.jpg,154,random,3698.575,,,0,0
f0315_r154_random_t3712.728_2.jpg,154,random,3712.728,0.62027,0.29966,1,0
f0316_r155_fast_t3721.210_2.jpg,155,fast,3721.210,,,0,0
f0317_r155_fast_t3725.341_2.jpg,155,fast,3725.341,,,0,0
f0318_r155_random_t3727.646_2.jpg,155,random,3727.646,,,0,0
f0319_r155_random_t3730.304_2.jpg,155,random,3730.304,0.44129,0.86364,1,0
f0320_r155_random_t3731.834_2.jpg,155,random,3731.834,,,0,0
f0321_r155_random_t3735.230_2.jpg,155,random,3735.230,0.54167,0.38552,1,0
f0322_r155_random_t3739.039_2.jpg,155,random,3739.039,0.70170,0.16667,1,0
f0323_r155_fast_t3739.602_2.jpg,155,fast,3739.602,,,0,0
f0324_r156_fast_t3744.383_2.jpg,156,fast,3744.383,,,0,0
f0325_r156_fast_t3746.047_2.jpg,156,fast,3746.047,,,0,0
f0326_r156_fast_t3747.683_2.jpg,156,fast,3747.683,,,0,0
f0327_r159_fast_t3803.448_2.jpg,159,fast,3803.448,,,0,0
f0328_r159_fast_t3806.485_2.jpg,159,fast,3806.485,,,0,0
f0329_r159_random_t3807.501_2.jpg,159,random,3807.501,,,0,0
f0330_r159_random_t3809.833_2.jpg,159,random,3809.833,,,0,0
f0331_r159_random_t3811.724_2.jpg,159,random,3811.724,,,0,0
f0332_r161_fast_t3854.235_2.jpg,161,fast,3854.235,,,0,0
f0333_r161_fast_t3855.082_2.jpg,161,fast,3855.082,,,0,0
f0334_r162_random_t3876.696_2.jpg,162,random,3876.696,,,0,0
f0335_r163_fast_t3900.620_2.jpg,163,fast,3900.620,,,0,0
f0336_r163_fast_t3901.358_2.jpg,163,fast,3901.358,0.37595,0.48148,1,0
f0337_r163_fast_t3902.766_2.jpg,163,fast,3902.766,0.58617,0.26431,1,0
f0338_r163_fast_t3904.458_2.jpg,163,fast,3904.458,0.34564,0.53030,1,0
f0339_r164_random_t3915.271_2.jpg,164,random,3915.271,,,0,0
