frame,t_s,x,y,vis
163,14.657,834,242,V
164,14.691,832,247,V
165,14.724,832,255,V
166,14.757,826,263,I
167,14.791,828,265,V
168,14.824,826,251,V
169,14.857,826,242,V
170,14.891,828,235,V
171,14.924,828,225,V
172,14.957,828,218,V
173,14.991,827,210,V
174,15.024,828,208,V
175,15.057,828,204,V
176,15.091,823,201,V
177,15.124,806,198,V
178,15.157,790,194,S
179,15.191,774,193,S
180,15.224,766,190,V
181,15.257,741,194,S
182,15.291,721,196,S
183,15.324,710,197,V
184,15.357,692,202,V
185,15.391,674,204,V
186,15.424,657,213,V
187,15.457,640,217,V
188,15.491,,,N
189,15.524,602,236,V
190,15.557,585,245,V
191,15.591,565,256,V
192,15.624,544,273,V
193,15.657,528,288,V
194,15.691,507,303,V
195,15.724,494,316,V
196,15.757,468,338,I
197,15.791,453,354,V
198,15.824,447,350,V
199,15.857,449,338,I
200,15.891,449,319,I
201,15.924,458,305,V
202,15.957,463,294,V
203,15.991,466,286,V
204,16.024,473,276,V
205,16.057,471,271,V
206,16.091,474,261,V
207,16.124,480,257,V
208,16.157,481,252,V
209,16.191,485,249,V
210,16.224,486,249,V
211,16.257,492,244,V
212,16.291,492,247,V
213,16.324,494,246,V
214,16.357,497,249,V
215,16.391,501,247,V
216,16.424,503,252,V
217,16.457,505,256,V
218,16.491,507,261,V
219,16.524,510,261,V
220,16.557,514,274,V
221,16.591,516,279,V
222,16.624,514,270,V
223,16.657,511,260,V
224,16.691,511,255,V
225,16.724,510,245,V
226,16.757,510,241,V
227,16.791,508,236,V
228,16.824,510,234,V
229,16.857,508,229,V
230,16.891,506,230,V
231,16.924,498,223,V
232,16.957,494,220,V
233,16.991,484,217,V
234,17.024,474,214,V
235,17.057,464,214,V
236,17.091,460,214,V
237,17.124,453,214,V
238,17.157,444,215,V
239,17.191,433,217,V
240,17.224,432,218,V
241,17.257,420,226,V
242,17.291,414,231,V
243,17.324,407,240,V
244,17.357,398,249,V
245,17.391,390,261,V
246,17.424,384,268,V
247,17.457,379,281,V
248,17.491,366,294,V
249,17.524,359,303,V
250,17.557,357,322,V
251,17.591,347,332,V
252,17.624,342,347,V
253,17.657,332,367,V
254,17.691,327,384,V
255,17.724,324,402,V
256,17.757,315,395,V
257,17.791,310,389,V
258,17.824,304,380,I
259,17.857,290,386,I
260,17.891,292,379,V
261,17.924,284,377,V
262,17.957,278,378,V
263,17.991,274,380,V
264,18.024,270,377,V
265,18.057,284,362,V
266,18.091,303,340,V
267,18.124,311,320,I
268,18.157,335,314,V
269,18.191,352,297,V
270,18.224,372,283,V
271,18.257,382,274,V
272,18.291,400,263,V
273,18.324,412,255,V
274,18.357,423,247,V
275,18.391,441,241,V
276,18.424,452,236,V
277,18.457,462,234,V
278,18.491,478,226,V
279,18.524,490,228,V
280,18.557,502,224,V
281,18.591,513,225,V
282,18.624,527,225,V
283,18.657,538,229,V
284,18.691,548,231,V
285,18.724,559,235,V
286,18.757,571,240,V
287,18.791,578,242,V
288,18.824,586,242,V
289,18.857,593,242,V
290,18.891,597,245,V
291,18.924,604,246,V
292,18.957,610,249,V
293,18.991,615,255,V
294,19.024,624,265,V
295,19.057,630,267,V
296,19.091,639,278,V
297,19.124,642,284,V
298,19.157,655,299,V
299,19.191,660,311,V
300,19.224,668,331,I
301,19.257,654,309,V
302,19.291,649,292,V
303,19.324,639,282,V
304,19.357,631,272,V
305,19.391,623,263,V
306,19.424,617,255,V
307,19.457,608,247,V
308,19.491,604,244,V
309,19.524,597,240,V
310,19.557,593,239,V
311,19.591,585,238,V
312,19.624,580,240,V
313,19.657,576,236,V
314,19.691,583,229,V
315,19.724,594,220,V
316,19.757,598,213,V
317,19.791,606,208,V
318,19.824,615,197,V
319,19.857,622,193,V
320,19.891,624,186,V
321,19.924,635,185,V
322,19.957,640,178,V
323,19.991,651,182,V
324,20.024,655,178,V
325,20.057,663,180,V
326,20.091,674,181,V
327,20.124,682,181,V
328,20.157,689,183,V
329,20.191,697,187,V
330,20.224,705,191,V
331,20.257,713,198,V
332,20.291,720,204,V
333,20.324,730,212,V
334,20.357,738,222,V
335,20.391,748,235,V
336,20.424,758,245,V
337,20.457,763,254,V
338,20.491,772,271,V
339,20.524,778,278,V
340,20.557,790,297,V
341,20.591,786,303,I
342,20.624,790,277,V
343,20.657,789,261,V
344,20.691,785,249,V
345,20.724,784,240,V
346,20.757,782,224,V
347,20.791,780,222,V
348,20.824,779,210,V
349,20.857,779,204,V
350,20.891,779,204,V
351,20.924,773,197,V
352,20.957,777,201,V
353,20.991,777,201,V
354,21.024,774,199,V
355,21.057,772,201,V
356,21.091,773,201,V
357,21.124,773,204,V
358,21.157,769,203,V
359,21.191,766,207,V
360,21.224,756,209,V
361,21.257,750,212,V
362,21.291,746,217,V
363,21.324,737,223,V
364,21.357,731,228,V
365,21.391,727,238,V
366,21.424,719,242,V
367,21.457,716,255,V
368,21.491,710,271,V
369,21.524,704,279,V
370,21.557,698,295,V
371,21.591,690,306,V
372,21.624,699,298,I
373,21.657,694,276,V
374,21.691,698,256,V
375,21.724,702,250,V
376,21.757,705,235,V
377,21.791,706,225,V
378,21.824,713,218,V
379,21.857,710,207,V
380,21.891,711,207,V
381,21.924,714,207,V
382,21.957,718,203,V
383,21.991,716,199,V
384,22.024,720,201,V
385,22.057,721,198,V
386,22.091,719,194,V
387,22.124,715,196,V
388,22.157,714,193,V
389,22.191,714,193,V
390,22.224,714,194,V
391,22.257,711,196,V
392,22.291,709,198,V
393,22.324,709,203,V
394,22.357,705,206,V
395,22.391,705,213,V
396,22.424,705,217,V
397,22.457,702,228,V
398,22.491,702,235,V
399,22.524,699,247,V
400,22.557,698,257,V
401,22.591,695,272,V
402,22.624,694,282,V
403,22.657,694,289,V
404,22.691,690,308,V
405,22.724,693,337,I
406,22.757,697,357,I
407,22.791,697,363,I
408,22.824,689,386,I
409,22.857,684,402,V
410,22.891,681,386,I
411,22.924,678,379,V
412,22.957,672,378,I
413,22.991,670,370,I
414,23.024,667,364,V
415,23.057,652,350,I
416,23.091,649,348,V
417,23.124,615,303,V
418,23.157,603,287,I
419,23.191,592,272,I
420,23.224,585,271,I
421,23.257,575,257,V
422,23.291,566,250,V
423,23.324,555,245,V
424,23.357,546,240,V
425,23.391,538,234,V
426,23.424,527,233,V
427,23.457,517,231,V
428,23.491,510,228,V
429,23.524,502,229,V
430,23.557,491,230,V
431,23.591,485,234,V
432,23.624,476,238,V
433,23.657,470,240,V
434,23.691,463,240,V
435,23.724,455,249,V
436,23.757,446,257,V
437,23.791,442,262,V
438,23.824,432,270,V
439,23.857,426,273,V
440,23.891,418,286,V
441,23.924,416,286,V
442,23.957,410,278,V
443,23.991,405,268,V
444,24.024,402,257,V
445,24.057,394,252,V
446,24.091,393,250,V
447,24.124,389,245,V
448,24.157,385,241,V
449,24.191,380,239,V
450,24.224,399,234,V
451,24.257,417,229,V
452,24.291,433,228,V
453,24.324,452,226,V
454,24.357,470,226,V
455,24.391,489,224,V
456,24.424,508,226,V
457,24.457,527,228,V
458,24.491,550,230,V
459,24.524,567,233,V
460,24.557,586,238,V
461,24.591,604,242,V
462,24.624,625,251,V
463,24.657,642,255,V
464,24.691,,,N
465,24.724,681,273,V
466,24.757,702,283,V
467,24.791,720,295,V
468,24.824,741,308,V
469,24.857,761,319,V
470,24.891,775,331,V
471,24.924,794,345,V
472,24.957,811,361,V
473,24.991,830,375,V
474,25.024,859,388,I
475,25.057,879,391,I
476,25.091,891,396,I
477,25.124,908,404,I
478,25.157,926,402,I
479,25.191,943,414,I
480,25.224,937,400,I
481,25.257,927,394,I
483,25.324,928,351,I
484,25.357,930,338,I
485,25.391,914,322,V
486,25.424,912,311,V
487,25.457,905,299,V
488,25.491,902,284,V
489,25.524,895,276,V
490,25.557,894,266,V
491,25.591,886,257,V
492,25.624,882,251,V
493,25.657,879,245,V
494,25.691,874,240,V
495,25.724,870,236,V
496,25.757,868,233,V
497,25.791,863,236,V
498,25.824,862,236,V
499,25.857,859,230,V
500,25.891,853,231,V
501,25.924,853,233,V
502,25.957,848,242,V
503,25.991,837,245,V
504,26.024,818,236,V
505,26.057,802,231,V
506,26.091,785,235,V
507,26.124,768,234,V
508,26.157,750,234,V
509,26.191,734,235,V
510,26.224,715,238,V
511,26.257,695,242,V
512,26.291,681,249,V
513,26.324,663,255,V
514,26.357,646,258,V
515,26.391,628,261,V
516,26.424,614,266,V
517,26.457,,,N
518,26.491,581,268,V
519,26.524,564,276,V
520,26.557,549,282,V
521,26.591,532,289,V
522,26.624,516,295,V
523,26.657,500,305,V
524,26.691,485,314,V
525,26.724,470,322,V
526,26.757,438,336,I
527,26.791,425,338,I
528,26.824,412,343,I
529,26.857,395,346,V
530,26.891,389,390,I
531,26.924,377,382,V
532,26.957,370,373,V
533,26.991,359,366,V
534,27.024,346,362,V
535,27.057,343,357,V
536,27.091,330,352,V
537,27.124,321,354,V
538,27.157,330,340,V
539,27.191,353,329,V
540,27.224,380,305,V
541,27.257,402,293,V
542,27.291,422,276,V
543,27.324,444,265,V
544,27.357,465,250,V
545,27.391,482,241,V
546,27.424,502,231,V
547,27.457,524,225,V
548,27.491,537,218,V
549,27.524,555,212,V
550,27.557,576,206,V
551,27.591,592,203,V
552,27.624,609,201,V
553,27.657,626,198,V
554,27.691,642,197,V
555,27.724,661,198,V
556,27.757,676,196,V
557,27.791,690,198,V
558,27.824,709,202,V
559,27.857,721,206,V
560,27.891,736,208,V
561,27.924,751,217,V
562,27.957,762,219,V
563,27.991,773,222,V
564,28.024,793,234,V
565,28.057,807,240,V
566,28.091,818,246,V
567,28.124,828,255,V
568,28.157,847,266,V
569,28.191,849,271,V
570,28.224,860,256,V
571,28.257,864,251,V
572,28.291,866,242,V
573,28.324,869,235,V
574,28.357,876,229,V
575,28.391,881,224,V
576,28.424,885,219,V
577,28.457,889,217,V
578,28.491,890,215,V
579,28.524,885,215,V
580,28.557,878,219,V
581,28.591,873,222,V
582,28.624,866,228,V
583,28.657,859,231,V
584,28.691,854,239,V
585,28.724,847,250,V
586,28.757,841,263,V
587,28.791,831,274,V
588,28.824,823,288,V
589,28.857,814,305,V
590,28.891,806,320,V
591,28.924,802,334,V
592,28.957,804,314,V
593,28.991,807,288,V
594,29.024,811,273,V
595,29.057,812,252,V
596,29.091,818,235,V
597,29.124,823,222,V
598,29.157,823,213,V
599,29.191,825,197,V
600,29.224,826,190,V
601,29.257,831,185,V
602,29.291,832,176,V
603,29.324,832,172,V
604,29.357,832,170,V
605,29.391,826,170,V
606,29.424,817,175,V
607,29.457,810,183,V
608,29.491,802,190,V
609,29.524,798,199,V
610,29.557,788,210,V
611,29.591,779,220,V
612,29.624,769,235,V
613,29.657,763,249,V
614,29.691,756,265,V
615,29.724,747,272,V
616,29.757,741,297,V
617,29.791,734,319,V
618,29.824,722,336,V
619,29.857,716,354,V
620,29.891,708,382,S
621,29.924,702,407,V
622,29.957,689,432,V
623,29.991,683,437,V
624,30.024,681,436,V
625,30.057,677,437,I
626,30.091,665,407,V
627,30.124,656,383,V
628,30.157,650,362,V
629,30.191,642,340,V
630,30.224,628,321,V
631,30.257,629,310,V
632,30.291,620,288,V
633,30.324,614,279,V
634,30.357,604,266,V
635,30.391,603,255,V
636,30.424,593,247,V
637,30.457,587,238,V
638,30.491,581,233,V
639,30.524,576,226,V
640,30.557,571,220,V
641,30.591,562,215,V
642,30.624,556,212,V
643,30.657,555,209,V
644,30.691,544,213,V
645,30.724,543,212,V
646,30.757,537,215,V
647,30.791,530,218,V
648,30.824,528,218,V
649,30.857,519,220,V
650,30.891,514,228,V
651,30.924,511,233,V
652,30.957,510,234,V
653,30.991,513,235,V
654,31.024,514,236,V
655,31.057,514,241,V
656,31.091,518,245,V
657,31.124,522,250,V
658,31.157,523,254,V
659,31.191,526,265,V
660,31.224,532,272,V
661,31.257,534,287,V
662,31.291,535,300,V
663,31.324,540,310,V
664,31.357,543,325,V
665,31.391,548,343,V
666,31.424,551,364,V
667,31.457,556,391,V
668,31.491,560,406,V
669,31.524,564,434,S
670,31.557,564,460,S
671,31.591,570,495,S
672,31.624,575,526,S
673,31.657,581,562,S
674,31.691,585,601,S
675,31.724,590,644,S
676,31.757,597,677,V
677,31.791,599,681,V
678,31.824,599,681,V
679,31.857,599,681,V
680,31.891,612,689,V
681,31.924,613,699,V
682,31.957,615,702,V
683,31.991,620,718,V
684,32.024,,,N
