frame,t_s,x,y,vis
155,170.197,763,277,V
156,170.230,763,265,S
157,170.263,772,258,V
158,170.297,778,254,V
159,170.330,784,251,V
160,170.363,789,244,V
161,170.397,793,233,V
162,170.430,794,231,V
163,170.463,796,231,V
164,170.497,809,229,V
165,170.530,796,236,V
166,170.563,786,239,V
167,170.597,775,245,V
168,170.630,761,252,V
169,170.663,752,263,S
170,170.697,738,262,V
171,170.730,734,265,S
172,170.763,713,273,V
173,170.797,702,282,V
174,170.830,688,292,V
175,170.863,679,302,V
176,170.897,665,314,S
177,170.930,651,332,V
178,170.963,642,311,S
179,170.997,634,283,S
180,171.030,630,260,S
181,171.063,629,249,S
182,171.097,618,223,S
183,171.130,614,213,V
184,171.163,608,191,V
185,171.197,603,178,V
186,171.230,599,167,V
187,171.263,597,158,V
188,171.297,588,151,V
189,171.330,583,142,V
190,171.363,582,143,V
191,171.397,575,132,V
192,171.430,572,130,V
193,171.463,566,133,V
194,171.497,566,128,V
195,171.530,562,130,V
196,171.563,559,133,V
197,171.597,556,133,V
198,171.630,550,140,V
199,171.663,534,156,V
200,171.697,500,207,V
201,171.730,511,181,I
202,171.763,501,210,I
203,171.797,487,238,S
204,171.830,469,258,S
205,171.863,462,279,S
206,171.897,448,305,S
207,171.930,434,338,S
208,171.963,421,368,S
209,171.997,409,400,V
210,172.030,395,434,S
211,172.063,380,464,V
212,172.097,372,463,V
213,172.130,358,459,V
214,172.163,354,457,S
215,172.197,368,420,S
216,172.230,380,388,S
217,172.263,393,367,S
218,172.297,404,341,V
219,172.330,414,313,V
220,172.363,428,290,V
221,172.397,438,272,S
222,172.430,449,252,S
223,172.463,459,236,V
224,172.497,471,219,V
225,172.530,481,203,V
226,172.563,492,198,V
227,172.597,500,182,V
228,172.630,511,166,V
229,172.663,518,161,V
230,172.697,530,151,V
231,172.730,535,146,V
232,172.763,545,139,V
233,172.797,554,132,V
234,172.830,564,132,V
235,172.863,567,126,V
236,172.897,582,127,V
237,172.930,590,126,V
238,172.963,597,124,V
239,172.997,601,127,V
240,173.030,610,130,V
241,173.063,619,132,V
242,173.097,623,135,V
243,173.130,634,140,V
244,173.163,639,145,V
245,173.197,647,155,V
246,173.230,651,156,V
247,173.263,658,165,V
248,173.297,667,174,V
249,173.330,690,208,I
250,173.363,720,252,S
251,173.397,742,290,S
252,173.430,773,335,S
253,173.463,801,384,S
254,173.497,833,432,S
255,173.530,862,459,V
256,173.563,886,466,V
257,173.597,918,476,V
258,173.630,946,491,V
259,173.663,974,506,V
260,173.697,1013,530,V
261,173.730,1039,550,V
262,173.763,1077,576,S
263,173.797,1127,597,S
264,173.830,1182,624,V
265,173.863,1244,658,S
