frame,t_s,x,y,vis
114,61.727,305,553,I
115,61.760,305,553,I
116,61.794,283,553,V
117,61.827,268,558,V
118,61.860,257,562,V
119,61.894,265,550,I
120,61.927,293,524,I
121,61.960,331,452,S
122,61.994,366,406,S
123,62.027,391,372,S
124,62.060,416,340,S
125,62.094,438,316,S
126,62.127,460,292,S
127,62.160,484,270,S
128,62.194,505,245,S
129,62.227,519,231,S
130,62.260,537,215,S
131,62.294,555,202,V
132,62.327,567,193,V
133,62.360,582,186,S
134,62.394,593,178,S
135,62.427,606,170,S
136,62.460,615,165,V
137,62.494,624,164,V
138,62.527,630,178,S
139,62.560,634,190,S
140,62.594,638,207,S
141,62.627,641,225,S
142,62.660,644,244,S
143,62.694,650,268,S
144,62.727,651,292,S
145,62.760,654,315,S
146,62.794,656,338,S
147,62.827,660,369,S
148,62.860,665,401,S
149,62.894,667,430,S
150,62.927,672,463,S
151,62.960,676,502,S
152,62.994,678,545,S
153,63.027,681,567,V
154,63.060,684,572,V
155,63.094,689,577,V
156,63.127,689,590,V
157,63.160,692,596,V
158,63.194,690,581,S
159,63.227,678,542,S
160,63.260,667,501,S
161,63.294,658,469,S
162,63.327,650,437,S
163,63.360,640,405,S
164,63.394,631,379,S
165,63.427,626,358,S
166,63.460,615,331,S
167,63.494,609,311,S
168,63.527,607,299,S
169,63.560,599,286,S
170,63.594,593,270,V
171,63.627,588,254,V
172,63.660,583,245,V
173,63.694,580,238,V
174,63.727,572,229,V
175,63.760,567,220,V
176,63.794,565,217,V
177,63.827,560,212,V
178,63.860,558,209,V
179,63.894,551,206,V
180,63.927,545,203,V
181,63.960,546,203,V
182,63.994,543,199,V
183,64.027,539,204,V
184,64.060,539,204,V
185,64.094,534,208,V
186,64.127,530,209,V
187,64.160,528,215,V
188,64.194,519,224,V
189,64.227,512,233,V
190,64.260,506,241,V
191,64.294,497,250,V
192,64.327,490,262,V
193,64.360,487,267,V
194,64.394,481,271,V
195,64.427,476,277,V
196,64.460,470,284,V
197,64.494,465,290,V
198,64.527,459,299,V
199,64.560,454,314,V
200,64.594,449,326,V
201,64.627,444,342,V
202,64.660,438,356,V
203,64.694,431,377,V
204,64.727,426,396,V
205,64.760,421,414,V
206,64.794,416,437,S
207,64.827,411,460,S
208,64.860,390,494,I
209,64.894,377,505,I
210,64.927,372,516,I
211,64.960,373,529,I
212,64.994,377,526,I
213,65.027,384,517,I
214,65.060,390,500,I
215,65.094,422,437,V
216,65.127,437,412,S
217,65.160,449,390,S
218,65.194,463,368,S
219,65.227,475,350,S
220,65.260,486,330,V
221,65.294,498,315,V
222,65.327,508,299,V
223,65.360,521,288,V
224,65.394,530,277,S
225,65.427,542,268,S
226,65.460,549,260,S
227,65.494,560,250,S
228,65.527,567,244,V
229,65.560,578,240,V
230,65.594,587,231,V
231,65.627,591,230,V
232,65.660,602,229,V
233,65.694,610,228,V
234,65.727,620,228,V
235,65.760,625,230,V
236,65.794,631,229,V
237,65.827,640,235,V
238,65.860,645,236,V
239,65.894,655,241,V
240,65.927,658,245,V
241,65.960,663,250,V
242,65.994,663,249,V
243,66.027,663,247,V
244,66.060,663,249,V
245,66.094,661,244,V
246,66.127,661,250,V
247,66.160,661,252,V
248,66.194,661,255,V
249,66.227,660,262,V
250,66.260,660,271,V
251,66.294,660,278,S
252,66.327,661,290,V
253,66.360,661,304,V
254,66.394,661,315,S
255,66.427,660,327,S
256,66.460,660,347,V
257,66.494,661,366,V
258,66.527,661,384,V
259,66.560,662,406,V
260,66.594,661,431,S
261,66.627,661,438,S
262,66.660,655,394,S
263,66.694,647,351,S
264,66.727,645,315,S
265,66.760,638,284,S
266,66.794,630,249,S
267,66.827,628,218,S
268,66.860,628,192,S
269,66.894,620,166,S
270,66.927,615,143,V
271,66.960,612,124,V
272,66.994,609,105,V
273,67.027,604,90,V
274,67.060,601,75,V
275,67.094,,,N
276,67.127,,,N
277,67.160,592,32,V
278,67.194,590,22,V
279,67.227,586,15,V
280,67.260,585,7,V
281,67.294,581,1,V
291,67.627,558,1,V
292,67.660,560,7,V
293,67.694,558,10,V
294,67.727,556,17,V
295,67.760,555,23,V
296,67.794,554,30,V
297,67.827,553,39,V
298,67.860,551,50,V
299,67.894,549,59,V
300,67.927,550,69,V
301,67.960,548,78,V
302,67.994,546,90,V
303,68.027,548,100,V
304,68.060,546,112,V
305,68.094,544,123,V
306,68.127,545,137,V
307,68.160,543,148,V
308,68.194,543,165,V
309,68.227,542,180,S
310,68.260,542,177,S
311,68.294,540,164,S
312,68.327,539,151,V
313,68.360,538,140,V
314,68.394,535,130,V
315,68.427,534,124,V
316,68.460,533,116,V
317,68.494,533,108,V
318,68.527,532,102,V
319,68.560,530,98,V
320,68.594,530,91,V
321,68.627,530,87,V
322,68.660,527,86,V
323,68.694,526,85,V
324,68.727,523,82,V
325,68.760,522,82,V
326,68.794,523,81,V
327,68.827,522,82,V
328,68.860,522,86,V
329,68.894,522,86,V
330,68.927,519,90,V
331,68.960,518,95,V
332,68.994,518,82,S
333,69.027,521,63,S
334,69.060,519,32,S
335,69.094,519,14,S
388,70.860,671,5,S
389,70.894,673,31,S
390,70.927,678,60,S
391,70.960,682,95,S
392,70.994,684,124,S
393,71.027,688,156,S
394,71.060,693,190,S
395,71.094,698,219,I
396,71.127,704,218,V
397,71.160,710,214,V
398,71.194,711,210,V
399,71.227,719,213,V
400,71.260,720,215,V
401,71.294,726,217,V
402,71.327,729,222,V
403,71.360,730,225,V
404,71.394,732,230,V
405,71.427,736,238,V
406,71.460,738,235,V
407,71.494,740,218,S
408,71.527,737,194,S
409,71.560,738,180,S
410,71.594,738,166,S
411,71.627,740,155,V
412,71.660,741,145,V
413,71.694,741,134,V
414,71.727,740,126,V
415,71.760,740,119,V
416,71.794,741,114,V
417,71.827,741,108,V
418,71.860,741,106,V
419,71.894,734,107,V
420,71.927,726,105,V
421,71.960,720,112,V
422,71.994,709,112,I
423,72.027,699,110,V
424,72.060,694,110,I
425,72.094,686,112,V
426,72.127,676,117,V
427,72.160,667,123,V
428,72.194,660,127,V
429,72.227,650,133,V
430,72.260,644,139,V
431,72.294,635,148,V
432,72.327,624,158,V
433,72.360,615,167,V
434,72.394,610,177,V
435,72.427,599,190,S
436,72.460,592,202,S
437,72.494,583,214,S
438,72.527,572,231,S
439,72.560,566,244,S
440,72.594,556,263,S
441,72.627,546,282,S
442,72.660,538,300,S
443,72.694,540,305,I
444,72.727,526,283,S
445,72.760,519,263,S
446,72.794,513,250,S
447,72.827,508,235,V
448,72.860,502,225,V
449,72.894,498,215,V
450,72.927,494,208,S
451,72.960,489,202,V
452,72.994,485,199,V
453,73.027,480,196,V
454,73.060,478,194,V
455,73.094,473,194,V
456,73.127,468,197,V
457,73.160,465,199,V
458,73.194,459,199,V
459,73.227,457,204,V
460,73.260,453,209,V
461,73.294,452,214,V
462,73.327,449,213,V
463,73.360,446,196,S
464,73.394,444,183,S
465,73.427,442,171,V
466,73.460,442,164,V
467,73.494,437,155,V
468,73.527,436,145,V
469,73.560,433,138,V
470,73.594,432,132,V
471,73.627,432,127,V
472,73.660,430,119,V
473,73.694,425,116,V
474,73.727,423,110,V
475,73.760,423,107,V
476,73.794,420,101,V
477,73.827,416,98,V
478,73.860,415,97,V
479,73.894,412,94,V
480,73.927,411,94,V
481,73.960,409,92,V
482,73.994,405,94,V
483,74.027,401,94,V
484,74.060,399,98,V
485,74.094,396,100,V
486,74.127,393,105,V
487,74.160,390,108,V
488,74.194,388,113,V
489,74.227,385,122,V
490,74.260,382,130,V
491,74.294,379,135,V
492,74.327,375,146,V
493,74.360,372,158,V
494,74.394,373,171,V
495,74.427,367,183,V
496,74.460,364,197,V
497,74.494,363,213,V
498,74.527,356,230,S
499,74.560,354,242,S
500,74.594,351,262,S
501,74.627,351,279,V
502,74.660,353,278,I
503,74.694,352,267,I
504,74.727,423,246,S
505,74.760,446,236,S
506,74.794,473,225,S
507,74.827,492,219,S
508,74.860,519,214,S
509,74.894,535,208,S
510,74.927,553,204,V
511,74.960,576,201,S
512,74.994,591,203,S
513,75.027,610,203,S
514,75.060,629,204,S
515,75.094,641,204,S
516,75.127,655,208,S
517,75.160,670,210,V
518,75.194,660,206,V
519,75.227,656,202,V
520,75.260,645,201,V
521,75.294,638,196,V
522,75.327,629,197,V
523,75.360,620,194,V
524,75.394,612,196,V
525,75.427,603,198,V
526,75.460,596,201,V
527,75.494,585,204,V
528,75.527,578,207,V
529,75.560,569,215,V
530,75.594,559,223,V
531,75.627,549,230,V
532,75.660,539,241,V
533,75.694,529,254,V
534,75.727,523,260,V
535,75.760,511,281,S
536,75.794,500,294,V
537,75.827,496,297,I
538,75.860,511,277,I
539,75.894,506,270,V
540,75.927,510,258,V
541,75.960,516,246,V
542,75.994,521,235,V
543,76.027,523,228,V
544,76.060,532,218,V
545,76.094,534,214,V
546,76.127,540,208,V
547,76.160,544,207,V
548,76.194,549,203,V
549,76.227,551,203,V
550,76.260,553,202,V
551,76.294,559,204,V
552,76.327,561,210,V
553,76.360,567,204,V
554,76.394,576,198,V
555,76.427,588,192,S
556,76.460,597,186,S
557,76.494,607,180,S
558,76.527,618,174,S
559,76.560,630,167,S
560,76.594,641,167,V
561,76.627,655,166,V
562,76.660,663,164,V
563,76.694,679,166,V
564,76.727,689,166,V
565,76.760,702,166,V
566,76.794,714,170,V
567,76.827,725,175,V
568,76.860,740,177,V
569,76.894,750,182,V
570,76.927,762,188,V
571,76.960,777,199,V
572,76.994,789,206,V
573,77.027,800,215,V
574,77.060,815,228,V
575,77.094,826,238,V
576,77.127,838,251,V
577,77.160,855,266,I
578,77.194,865,282,I
579,77.227,880,300,I
580,77.260,890,318,V
581,77.294,907,336,V
582,77.327,919,356,S
583,77.360,933,373,S
584,77.394,946,398,S
585,77.427,959,422,S
586,77.460,972,433,V
587,77.494,981,423,V
588,77.527,985,416,V
589,77.560,997,409,V
590,77.594,1007,406,V
591,77.627,1010,405,V
592,77.660,1023,400,V
593,77.694,1038,400,V
594,77.727,1041,398,V
595,77.760,1052,402,V
596,77.794,1058,405,V
597,77.827,1066,405,V
598,77.860,1073,411,V
599,77.894,1068,396,S
600,77.927,1060,366,S
601,77.960,1051,348,I
602,77.994,1040,318,V
603,78.027,1033,299,V
604,78.060,1024,279,V
605,78.094,1013,262,V
606,78.127,1006,245,V
607,78.160,996,228,V
608,78.194,990,215,V
609,78.227,982,207,V
610,78.260,975,198,V
611,78.294,967,187,V
612,78.327,962,180,V
613,78.360,953,174,V
614,78.394,946,166,V
615,78.427,938,162,V
