frame,t_s,x,y,vis
160,300.113,384,378,V
161,300.147,375,375,V
162,300.180,369,377,V
163,300.213,359,377,V
164,300.247,382,363,V
165,300.280,393,357,V
166,300.313,430,340,V
167,300.347,463,322,V
168,300.380,486,313,V
169,300.413,507,303,V
170,300.447,534,293,V
171,300.480,553,283,S
172,300.513,578,278,S
173,300.547,601,270,S
174,300.580,619,262,S
175,300.613,646,265,S
176,300.647,663,258,S
177,300.680,679,255,S
178,300.713,699,256,V
179,300.747,719,256,S
180,300.780,736,260,S
181,300.813,758,258,S
182,300.847,772,261,S
183,300.880,,,N
184,300.913,802,267,S
185,300.947,817,271,S
186,300.980,837,261,I
187,301.013,,,N
188,301.047,,,N
189,301.080,,,N
190,301.113,,,N
191,301.147,,,N
192,301.180,900,255,V
193,301.213,906,247,V
194,301.247,916,245,V
195,301.280,922,239,V
196,301.313,928,231,V
197,301.347,914,214,V
198,301.380,907,203,V
199,301.413,901,192,V
200,301.447,894,185,V
201,301.480,884,167,V
202,301.513,879,160,V
203,301.547,868,150,V
204,301.580,859,140,V
205,301.613,852,129,V
206,301.647,842,128,V
207,301.680,834,122,V
208,301.713,828,113,V
209,301.747,817,112,V
210,301.780,809,106,V
211,301.813,802,107,V
212,301.847,790,102,V
213,301.880,785,105,V
214,301.913,775,103,V
215,301.947,761,105,V
216,301.980,754,108,V
217,302.013,746,112,V
218,302.047,735,117,V
219,302.080,725,123,V
220,302.113,714,130,V
221,302.147,702,144,V
222,302.180,692,150,V
223,302.213,686,161,V
224,302.247,671,172,V
225,302.280,666,185,S
226,302.313,651,201,S
227,302.347,641,218,S
228,302.380,631,229,V
229,302.413,615,225,V
230,302.447,606,231,V
231,302.480,596,231,V
232,302.513,588,235,V
233,302.547,580,239,V
234,302.580,575,247,V
235,302.613,565,249,V
236,302.647,562,255,V
237,302.680,556,235,V
238,302.713,551,213,V
239,302.747,546,201,V
240,302.780,544,178,V
241,302.813,542,166,V
242,302.847,542,158,V
243,302.880,540,146,V
244,302.913,540,133,V
245,302.947,537,129,V
246,302.980,544,124,V
247,303.013,539,126,V
248,303.047,529,106,V
249,303.080,529,100,V
250,303.113,527,94,V
251,303.147,524,91,V
252,303.180,523,89,V
253,303.213,522,85,V
254,303.247,518,81,V
255,303.280,517,81,V
256,303.313,513,78,V
257,303.347,513,78,V
258,303.380,512,81,V
259,303.413,510,82,V
260,303.447,508,86,V
261,303.480,507,92,V
262,303.513,505,95,V
263,303.547,503,102,V
264,303.580,502,108,V
265,303.613,498,121,V
266,303.647,500,128,V
267,303.680,496,137,V
268,303.713,492,149,V
269,303.747,491,164,V
270,303.780,492,180,S
271,303.813,486,188,S
272,303.847,489,208,S
273,303.880,486,223,S
274,303.913,481,241,S
275,303.947,484,262,S
276,303.980,481,286,S
277,304.013,478,304,S
278,304.047,480,319,S
279,304.080,502,295,S
280,304.113,527,273,S
281,304.147,542,254,S
282,304.180,569,238,S
283,304.213,587,226,S
284,304.247,602,210,V
285,304.280,620,203,S
286,304.313,639,191,S
287,304.347,656,187,S
288,304.380,666,182,S
289,304.413,679,178,S
290,304.447,698,178,S
291,304.480,708,174,S
292,304.513,720,178,S
293,304.547,734,178,S
294,304.580,745,185,S
295,304.613,753,183,S
296,304.647,741,166,S
297,304.680,742,162,S
298,304.713,734,139,V
299,304.747,740,146,V
300,304.780,737,170,V
301,304.813,731,169,V
302,304.847,729,170,V
303,304.880,726,166,V
304,304.913,719,171,V
305,304.947,711,175,V
306,304.980,711,175,V
307,305.013,703,180,V
308,305.047,699,182,V
309,305.080,692,192,V
310,305.113,687,198,V
311,305.147,678,212,V
312,305.180,676,218,V
313,305.213,667,231,V
314,305.247,663,242,V
315,305.280,655,254,V
316,305.313,649,272,V
317,305.347,642,288,V
318,305.380,640,299,V
319,305.413,645,284,V
320,305.447,656,262,V
321,305.480,666,245,V
322,305.513,673,229,V
323,305.547,682,218,V
324,305.580,688,209,V
325,305.613,695,198,V
326,305.647,699,197,V
327,305.680,704,190,V
328,305.713,711,188,V
329,305.747,711,183,V
330,305.780,716,185,V
331,305.813,720,183,V
332,305.847,726,185,V
333,305.880,731,183,V
334,305.913,731,183,V
335,305.947,736,193,V
336,305.980,738,183,V
337,306.013,740,174,V
338,306.047,736,166,V
339,306.080,730,161,V
340,306.113,725,153,V
341,306.147,724,148,V
342,306.180,718,145,V
343,306.213,711,139,V
344,306.247,713,139,V
345,306.280,705,132,V
346,306.313,705,132,V
347,306.347,699,133,V
348,306.380,693,130,V
349,306.413,688,129,V
350,306.447,686,130,V
351,306.480,677,130,V
352,306.513,676,133,V
353,306.547,671,135,V
354,306.580,662,148,V
355,306.613,662,148,V
356,306.647,655,154,V
357,306.680,647,164,V
358,306.713,642,171,V
359,306.747,639,176,V
360,306.780,633,190,V
361,306.813,629,196,V
362,306.847,623,209,V
363,306.880,619,214,V
364,306.913,591,215,S
365,306.947,569,209,S
366,306.980,544,202,S
367,307.013,526,199,S
368,307.047,506,197,S
369,307.080,495,201,S
370,307.113,478,199,S
371,307.147,463,202,S
372,307.180,448,199,S
373,307.213,439,206,S
374,307.247,430,208,S
375,307.280,421,207,S
376,307.313,409,192,S
377,307.347,400,175,S
378,307.380,394,164,S
379,307.413,389,153,V
380,307.447,396,138,V
381,307.480,398,126,V
382,307.513,404,112,V
383,307.547,409,100,V
384,307.580,411,87,V
385,307.613,420,75,V
386,307.647,427,63,V
387,307.680,431,57,V
388,307.713,438,46,V
389,307.747,443,37,V
390,307.780,444,26,V
391,307.813,455,21,V
392,307.847,460,11,V
393,307.880,468,7,V
394,307.913,474,2,V
406,308.313,570,1,V
407,308.347,577,9,V
408,308.380,583,17,V
409,308.413,593,23,V
410,308.447,603,33,V
411,308.480,,,N
412,308.513,617,55,S
413,308.547,631,71,V
414,308.580,639,79,V
415,308.613,650,98,V
416,308.647,657,116,V
417,308.680,667,132,V
418,308.713,679,151,V
419,308.747,686,167,V
420,308.780,702,192,S
421,308.813,705,215,V
422,308.847,722,209,V
423,308.880,734,204,V
424,308.913,743,203,V
425,308.947,753,206,V
426,308.980,762,207,V
427,309.013,769,209,V
428,309.047,774,212,V
429,309.080,779,217,V
430,309.113,785,223,V
431,309.147,789,228,V
432,309.180,798,219,S
433,309.213,796,198,S
434,309.247,801,180,S
435,309.280,807,161,S
436,309.313,807,153,S
437,309.347,812,139,V
438,309.380,815,127,V
439,309.413,815,126,V
440,309.447,806,123,V
441,309.480,801,119,V
442,309.513,799,118,V
443,309.547,794,121,V
444,309.580,790,122,V
445,309.613,782,126,V
446,309.647,774,127,S
447,309.680,769,129,V
448,309.713,762,133,V
449,309.747,754,137,V
450,309.780,747,143,V
451,309.813,740,148,V
452,309.847,731,155,V
453,309.880,726,162,V
454,309.913,719,171,V
455,309.947,710,180,V
456,309.980,699,191,V
457,310.013,692,202,V
458,310.047,686,214,V
459,310.080,679,228,V
460,310.113,667,245,V
461,310.147,663,251,V
462,310.180,658,239,V
463,310.213,657,234,V
464,310.247,656,229,V
465,310.280,654,226,V
466,310.313,651,225,V
467,310.347,650,224,V
468,310.380,645,229,V
469,310.413,645,229,V
470,310.447,642,233,V
471,310.480,642,233,V
472,310.513,641,239,V
473,310.547,639,241,V
474,310.580,639,249,V
475,310.613,634,241,S
476,310.647,635,224,S
477,310.680,634,210,S
478,310.713,635,197,S
479,310.747,634,185,S
480,310.780,631,178,S
481,310.813,631,170,V
482,310.847,631,161,V
483,310.880,629,155,V
484,310.913,629,148,V
485,310.947,628,144,V
486,310.980,630,144,V
487,311.013,626,140,V
488,311.047,624,138,V
489,311.080,623,138,V
490,311.113,619,128,V
491,311.147,614,124,V
492,311.180,609,117,V
493,311.213,604,112,V
494,311.247,597,106,V
495,311.280,593,105,V
496,311.313,588,102,V
497,311.347,582,102,V
498,311.380,576,98,V
499,311.413,572,100,V
500,311.447,566,101,V
501,311.480,560,102,V
502,311.513,556,106,V
503,311.547,550,108,V
504,311.580,545,113,V
505,311.613,540,121,V
506,311.647,533,127,V
507,311.680,528,133,V
508,311.713,523,144,V
509,311.747,516,156,S
510,311.780,512,166,S
511,311.813,510,178,V
512,311.847,503,193,S
513,311.880,494,208,S
514,311.913,491,222,S
515,311.947,484,240,S
516,311.980,480,258,S
517,312.013,476,276,S
518,312.047,470,297,S
519,312.080,470,306,V
520,312.113,481,299,V
521,312.147,497,288,V
522,312.180,510,276,S
523,312.213,527,262,S
524,312.247,543,251,S
525,312.280,556,246,S
526,312.313,570,235,S
527,312.347,583,230,V
528,312.380,596,226,V
529,312.413,609,225,V
530,312.447,625,222,V
531,312.480,638,219,V
532,312.513,647,222,V
533,312.547,660,220,V
534,312.580,670,225,V
535,312.613,682,228,V
536,312.647,692,231,V
537,312.680,703,235,V
538,312.713,714,241,V
539,312.747,724,246,V
540,312.780,732,254,V
541,312.813,742,261,V
542,312.847,750,265,V
543,312.880,754,247,V
544,312.913,763,238,V
545,312.947,770,229,V
546,312.980,774,222,V
547,313.013,772,217,V
548,313.047,768,209,V
549,313.080,766,202,V
550,313.113,761,199,V
551,313.147,761,197,V
552,313.180,757,192,V
553,313.213,754,190,V
554,313.247,753,187,V
555,313.280,750,192,V
556,313.313,746,190,V
557,313.347,743,194,V
558,313.380,740,194,V
559,313.413,738,199,V
560,313.447,736,203,V
561,313.480,729,209,V
562,313.513,727,217,V
563,313.547,724,223,V
564,313.580,721,233,V
565,313.613,718,239,V
566,313.647,714,250,V
567,313.680,710,263,V
568,313.713,706,276,S
569,313.747,704,289,V
570,313.780,700,305,V
571,313.813,695,321,V
572,313.847,695,341,S
573,313.880,695,341,V
574,313.913,695,348,V
575,313.947,678,394,S
576,313.980,676,409,S
577,314.013,674,400,V
578,314.047,676,393,V
579,314.080,674,386,V
580,314.113,673,382,V
581,314.147,674,379,V
582,314.180,676,374,V
583,314.213,676,369,V
584,314.247,676,367,V
585,314.280,671,357,V
586,314.313,649,337,V
587,314.347,640,327,S
588,314.380,624,311,S
589,314.413,612,297,S
590,314.447,603,284,S
591,314.480,590,271,S
592,314.513,578,262,S
593,314.547,570,254,S
594,314.580,559,249,S
595,314.613,549,242,V
596,314.647,538,239,V
597,314.680,529,235,V
598,314.713,522,234,V
599,314.747,513,234,V
600,314.780,503,234,V
601,314.813,498,236,V
602,314.847,491,239,V
603,314.880,482,241,V
604,314.913,476,246,V
605,314.947,465,250,V
606,314.980,463,257,V
607,315.013,457,262,V
608,315.047,452,272,S
609,315.080,444,270,S
610,315.113,439,257,S
611,315.147,433,247,V
612,315.180,427,240,V
613,315.213,422,233,V
614,315.247,418,226,V
615,315.280,412,220,V
616,315.313,410,214,V
617,315.347,410,209,V
618,315.380,418,206,V
619,315.413,423,202,V
620,315.447,430,201,V
621,315.480,438,199,V
622,315.513,448,198,V
623,315.547,453,201,V
624,315.580,462,203,V
625,315.613,469,203,V
626,315.647,479,209,V
627,315.680,486,212,V
628,315.713,494,220,V
629,315.747,502,226,V
630,315.780,511,234,V
631,315.813,519,244,V
632,315.847,529,254,V
633,315.880,539,266,S
634,315.913,550,282,V
635,315.947,559,294,V
636,315.980,566,303,V
637,316.013,582,322,V
638,316.047,583,304,S
639,316.080,591,284,S
640,316.113,597,267,S
641,316.147,603,246,S
642,316.180,610,230,S
643,316.213,617,217,S
644,316.247,620,209,V
645,316.280,629,198,V
646,316.313,635,193,V
647,316.347,636,185,V
648,316.380,644,177,V
649,316.413,645,176,V
650,316.447,641,176,V
651,316.480,631,176,V
652,316.513,619,177,S
653,316.547,606,178,S
654,316.580,596,185,S
655,316.613,582,183,S
656,316.647,570,190,V
657,316.680,555,193,S
658,316.713,542,199,S
659,316.747,528,207,S
660,316.780,511,219,S
661,316.813,498,226,S
662,316.847,481,236,S
663,316.880,468,246,S
664,316.913,454,261,S
665,316.947,453,266,V
666,316.980,459,256,V
667,317.013,470,242,S
668,317.047,482,233,S
669,317.080,500,226,S
670,317.113,508,219,V
671,317.147,519,213,V
672,317.180,530,206,V
673,317.213,540,204,V
674,317.247,549,203,V
675,317.280,554,203,V
676,317.313,564,207,V
677,317.347,571,206,V
678,317.380,575,202,V
679,317.413,571,197,V
680,317.447,562,188,V
681,317.480,551,185,V
682,317.513,542,181,V
683,317.547,529,175,V
684,317.580,528,172,V
685,317.613,510,167,V
686,317.647,500,166,V
687,317.680,487,167,V
688,317.713,478,169,V
689,317.747,469,169,V
690,317.780,458,170,V
691,317.813,446,174,V
692,317.847,436,176,V
693,317.880,427,182,V
694,317.913,416,190,V
695,317.947,405,197,S
696,317.980,393,207,S
697,318.013,382,212,V
698,318.047,373,224,V
699,318.080,358,233,V
700,318.113,357,247,V
701,318.147,338,263,V
702,318.180,332,276,V
703,318.213,321,293,V
704,318.247,310,308,V
705,318.280,300,325,V
706,318.313,290,343,V
707,318.347,279,361,S
708,318.380,271,384,V
709,318.413,265,389,V
710,318.447,256,380,V
711,318.480,254,374,V
712,318.513,246,369,V
713,318.547,238,362,V
714,318.580,231,359,V
715,318.613,225,356,V
716,318.647,220,356,V
717,318.680,218,356,V
718,318.713,210,356,V
719,318.747,206,359,V
720,318.780,202,359,V
721,318.813,196,366,V
