frame,t_s,x,y,vis
131,431.674,534,234,V
132,431.707,553,228,S
133,431.740,569,214,S
134,431.774,586,212,S
135,431.807,601,206,S
136,431.840,615,202,S
137,431.874,630,199,V
138,431.907,641,197,V
139,431.940,655,194,V
140,431.974,667,196,V
141,432.007,679,197,V
142,432.040,687,198,V
143,432.074,689,196,V
144,432.107,690,187,V
145,432.140,689,182,V
146,432.174,692,183,V
147,432.207,693,181,V
148,432.240,693,180,V
149,432.274,693,180,V
150,432.307,695,180,V
151,432.340,698,182,V
152,432.374,699,183,V
153,432.407,702,185,V
154,432.440,702,190,V
155,432.474,703,197,V
156,432.507,708,204,V
157,432.540,708,209,V
158,432.574,710,222,V
159,432.607,714,234,V
160,432.640,715,242,V
161,432.674,718,254,V
162,432.707,719,267,S
163,432.740,721,282,S
164,432.774,725,304,I
165,432.807,727,313,V
166,432.840,725,305,I
167,432.874,708,293,I
168,432.907,688,272,I
169,432.940,683,258,I
170,432.974,655,263,V
171,433.007,644,256,V
172,433.040,629,249,V
173,433.074,617,245,V
174,433.107,604,241,V
175,433.140,593,238,V
176,433.174,582,238,V
177,433.207,570,236,V
178,433.240,560,239,V
179,433.274,548,240,V
180,433.307,539,242,V
181,433.340,529,249,V
182,433.374,519,250,V
183,433.407,513,257,I
184,433.440,503,266,I
185,433.474,494,257,S
186,433.507,489,250,S
187,433.540,482,239,S
188,433.574,471,224,S
189,433.607,470,220,S
190,433.640,463,214,V
191,433.674,457,209,V
192,433.707,452,203,V
193,433.740,454,199,V
194,433.774,463,194,V
195,433.807,469,194,V
196,433.840,476,193,V
197,433.874,482,190,V
198,433.907,494,190,V
199,433.940,496,188,V
200,433.974,507,190,V
201,434.007,514,193,V
202,434.040,522,196,V
203,434.074,528,197,V
204,434.107,538,204,V
205,434.140,545,209,V
206,434.174,551,214,V
207,434.207,561,220,V
208,434.240,570,231,V
209,434.274,577,242,V
210,434.307,586,250,V
211,434.340,593,260,V
212,434.374,602,273,S
213,434.407,612,289,S
214,434.440,619,303,V
215,434.474,629,318,S
216,434.507,635,334,S
217,434.540,644,352,S
218,434.574,652,369,S
219,434.607,662,389,S
220,434.640,668,402,S
221,434.674,677,407,I
222,434.707,681,406,I
223,434.740,686,406,I
224,434.774,687,406,I
225,434.807,690,400,I
226,434.840,690,389,I
227,434.874,695,379,I
228,434.907,697,364,I
229,434.940,697,354,I
230,434.974,697,343,I
231,435.007,698,313,I
232,435.040,720,306,V
233,435.074,725,294,V
234,435.107,731,287,V
235,435.140,736,273,V
236,435.174,742,267,V
237,435.207,746,258,V
238,435.240,751,254,V
239,435.274,756,249,V
240,435.307,762,245,V
241,435.340,766,240,V
242,435.374,772,241,V
243,435.407,774,240,V
244,435.440,782,241,V
245,435.474,785,240,V
246,435.507,791,240,V
247,435.540,794,246,V
248,435.574,796,249,V
249,435.607,802,254,V
250,435.640,805,258,V
251,435.674,814,273,V
252,435.707,812,267,S
253,435.740,817,261,S
254,435.774,820,255,V
255,435.807,822,244,V
256,435.840,826,238,V
257,435.874,830,230,V
258,435.907,833,228,V
259,435.940,838,225,V
260,435.974,841,222,V
261,436.007,841,218,V
262,436.040,837,207,V
263,436.074,834,191,V
264,436.107,827,170,S
265,436.140,827,165,S
266,436.174,822,154,S
267,436.207,818,138,S
268,436.240,812,128,S
269,436.274,809,118,V
270,436.307,804,111,V
271,436.340,798,101,V
272,436.374,789,92,V
273,436.407,785,90,V
274,436.440,779,85,V
275,436.474,773,81,V
276,436.507,768,79,V
277,436.540,759,78,V
278,436.574,753,78,V
279,436.607,746,78,V
280,436.640,737,79,V
281,436.674,731,84,V
282,436.707,724,89,V
283,436.740,714,95,V
284,436.774,705,101,V
285,436.807,695,110,V
286,436.840,688,119,V
287,436.874,678,130,V
288,436.907,670,142,V
289,436.940,660,156,V
290,436.974,655,172,S
291,437.007,640,181,S
292,437.040,634,204,S
293,437.074,620,226,S
294,437.107,617,240,S
295,437.140,610,233,S
296,437.174,612,225,S
297,437.207,608,225,V
298,437.240,608,224,V
299,437.274,607,222,V
300,437.307,604,224,V
301,437.340,603,226,V
302,437.374,599,231,V
303,437.407,602,236,V
304,437.440,599,241,V
305,437.474,601,247,V
306,437.507,601,252,V
307,437.540,598,260,V
308,437.574,598,266,S
309,437.607,596,250,S
310,437.640,597,236,S
311,437.674,594,222,S
312,437.707,596,203,S
313,437.740,594,191,S
314,437.774,592,181,S
315,437.807,592,172,S
316,437.840,591,164,V
317,437.874,591,156,V
318,437.907,593,149,V
319,437.940,594,150,V
320,437.974,598,149,V
321,438.007,599,145,V
322,438.040,599,144,V
323,438.074,602,146,V
324,438.107,603,146,V
325,438.140,606,146,V
326,438.174,608,150,V
327,438.207,610,154,V
328,438.240,614,160,V
329,438.274,614,165,V
330,438.307,615,172,V
331,438.340,617,182,S
332,438.374,618,191,S
333,438.407,620,203,S
334,438.440,626,212,S
335,438.474,628,225,S
336,438.507,628,239,S
337,438.540,634,260,S
338,438.574,634,272,S
339,438.607,636,292,S
340,438.640,641,316,S
341,438.674,644,335,S
342,438.707,645,358,S
343,438.740,647,380,S
344,438.774,650,402,V
345,438.807,652,427,V
346,438.840,652,395,S
347,438.874,652,366,S
348,438.907,650,332,S
349,438.940,652,308,S
350,438.974,651,287,S
351,439.007,651,268,S
352,439.040,652,250,S
353,439.074,651,236,V
354,439.107,650,225,V
355,439.140,651,214,V
356,439.174,652,206,V
357,439.207,652,202,V
358,439.240,652,197,V
359,439.274,650,192,V
360,439.307,652,204,V
361,439.340,651,210,V
362,439.374,651,214,V
363,439.407,651,224,V
364,439.440,650,234,V
365,439.474,649,246,V
366,439.507,649,258,V
367,439.540,646,273,V
368,439.574,645,290,V
369,439.607,642,309,V
370,439.640,638,332,S
371,439.674,635,345,S
372,439.707,633,350,V
373,439.740,625,327,S
374,439.774,619,306,S
375,439.807,614,286,S
376,439.840,612,268,S
377,439.874,604,249,V
378,439.907,598,236,V
379,439.940,597,223,V
380,439.974,591,213,V
381,440.007,587,204,V
382,440.040,582,197,V
383,440.074,578,190,V
384,440.107,575,185,V
385,440.140,572,180,V
386,440.174,570,181,V
387,440.207,570,181,V
388,440.240,560,186,V
389,440.274,550,204,S
390,440.307,540,223,S
391,440.340,530,240,S
392,440.374,518,262,S
393,440.407,511,274,S
394,440.440,508,283,S
395,440.474,505,289,V
396,440.507,500,295,V
397,440.540,498,305,V
398,440.574,494,314,V
399,440.607,494,321,V
400,440.640,492,322,V
401,440.674,491,322,V
402,440.707,486,319,V
