frame,t_s,x,y,vis
148,43.977,529,181,V
149,44.011,532,178,V
150,44.044,543,188,I
151,44.077,555,198,V
152,44.111,564,206,I
153,44.144,575,218,I
154,44.177,586,231,I
155,44.211,598,244,V
156,44.244,610,265,I
157,44.277,625,286,I
158,44.311,636,299,I
159,44.344,651,324,I
160,44.377,663,340,I
161,44.411,678,366,I
162,44.444,693,393,I
163,44.477,710,421,I
164,44.511,725,449,I
165,44.544,742,484,V
166,44.577,754,498,V
167,44.611,764,501,V
168,44.644,774,503,V
169,44.677,793,507,V
170,44.711,801,511,V
171,44.744,810,514,V
172,44.777,820,519,V
173,44.811,832,526,I
174,44.844,849,533,I
175,44.877,853,535,I
176,44.911,847,511,I
177,44.944,828,496,S
178,44.977,810,468,S
179,45.011,791,438,S
180,45.044,768,404,S
181,45.077,751,385,S
182,45.111,731,357,S
183,45.144,709,335,S
184,45.177,698,321,V
185,45.211,679,302,V
186,45.244,666,290,V
187,45.277,652,277,V
188,45.311,638,265,S
189,45.344,625,256,V
190,45.377,612,250,V
191,45.411,598,242,V
192,45.444,586,236,V
193,45.477,575,235,V
194,45.511,565,231,V
195,45.544,555,231,V
196,45.577,542,231,V
197,45.611,533,233,V
198,45.644,524,235,V
199,45.677,513,235,V
200,45.711,507,242,V
201,45.744,498,245,V
202,45.777,487,250,V
203,45.811,482,257,V
204,45.844,480,261,V
205,45.877,490,257,V
206,45.911,502,254,V
207,45.944,508,249,V
208,45.977,522,247,V
209,46.011,530,247,V
210,46.044,545,249,V
211,46.077,556,250,V
212,46.111,566,251,V
213,46.144,581,258,V
214,46.177,593,265,V
215,46.211,602,270,S
216,46.244,618,279,S
217,46.277,630,289,S
218,46.311,642,297,S
219,46.344,654,310,V
220,46.377,670,324,V
221,46.411,684,340,V
222,46.444,697,353,V
223,46.477,709,368,V
224,46.511,724,389,S
225,46.544,740,407,S
226,46.577,754,432,S
227,46.611,767,455,S
228,46.644,782,478,S
229,46.677,795,505,S
230,46.711,809,513,V
231,46.744,820,510,V
232,46.777,827,492,S
233,46.811,825,464,S
234,46.844,820,436,S
235,46.877,817,410,S
236,46.911,811,383,S
237,46.944,811,363,S
238,46.977,810,342,V
239,47.011,805,324,V
240,47.044,804,308,V
241,47.077,799,292,V
242,47.111,799,279,V
243,47.144,795,265,V
244,47.177,794,256,V
245,47.211,789,244,V
246,47.244,789,238,V
247,47.277,786,230,V
248,47.311,784,220,V
249,47.344,784,220,V
250,47.377,782,218,V
251,47.411,778,214,V
252,47.444,778,214,V
253,47.477,775,214,V
254,47.511,775,214,V
255,47.544,772,213,V
256,47.577,772,214,V
257,47.611,770,218,V
258,47.644,768,220,V
259,47.677,766,225,V
260,47.711,766,228,V
261,47.744,763,234,V
262,47.777,761,231,V
263,47.811,756,234,V
264,47.844,751,236,V
265,47.877,747,240,V
266,47.911,743,245,V
267,47.944,740,251,V
268,47.977,734,262,V
269,48.011,729,270,V
270,48.044,726,281,V
271,48.077,720,295,V
272,48.111,716,309,V
273,48.144,709,327,V
274,48.177,706,342,V
275,48.211,700,361,S
276,48.244,695,382,S
277,48.277,689,401,V
278,48.311,686,394,S
279,48.344,679,370,V
280,48.377,673,347,S
281,48.411,668,330,V
282,48.444,665,311,S
283,48.477,658,290,V
284,48.511,654,277,S
285,48.544,651,263,S
286,48.577,645,250,V
287,48.611,641,240,V
288,48.644,639,233,V
289,48.677,635,223,V
290,48.711,626,212,V
291,48.744,626,212,V
292,48.777,623,202,S
293,48.811,619,201,V
294,48.844,615,197,V
295,48.877,614,194,V
296,48.911,613,196,V
297,48.944,607,198,V
298,48.977,603,201,V
299,49.011,603,201,V
300,49.044,601,204,V
301,49.077,596,206,V
302,49.111,594,212,V
303,49.144,594,217,V
304,49.177,586,220,V
305,49.211,575,230,S
306,49.244,561,239,S
307,49.277,550,251,S
308,49.311,539,261,S
309,49.344,524,278,S
310,49.377,512,294,S
311,49.411,503,309,S
312,49.444,486,331,S
313,49.477,470,353,S
314,49.511,457,375,S
315,49.544,442,396,S
316,49.577,430,378,S
317,49.611,411,352,S
318,49.644,400,332,S
319,49.677,388,311,S
320,49.711,372,290,S
321,49.744,364,274,S
322,49.777,350,254,S
323,49.811,337,234,S
324,49.844,324,218,S
325,49.877,314,207,S
326,49.911,303,192,S
