context,date,event_id,event_name,game_id,reason,score,stage,tour
mens,2026-05-02,ceb8b74c-641d-400e-bff2-689820c7e0ed,Black Desert PPA Challenger,b805ea8d-0682-44f5-94b3-4302530876a0:g1,winning score 16 with unresolved format (check for to-15/to-21 leak),16-14,,PPA
mens,2026-05-02,ceb8b74c-641d-400e-bff2-689820c7e0ed,Black Desert PPA Challenger,32c0e5b8-5bf2-4441-b3d1-abec8ecc04c9:g1,winning score 16 with unresolved format (check for to-15/to-21 leak),16-14,,PPA
mens,2026-05-02,ceb8b74c-641d-400e-bff2-689820c7e0ed,Black Desert PPA Challenger,9caea758-3cc1-4602-a7d3-d0f20e2efca8:g1,winning score 16 with unresolved format (check for to-15/to-21 leak),16-14,,PPA
mixed,2026-05-03,ceb8b74c-641d-400e-bff2-689820c7e0ed,Black Desert PPA Challenger,b5e9f5a5-6167-4fb6-b58c-19217883bb4d:g1,winning score 16 with unresolved format (check for to-15/to-21 leak),14-16,,PPA
mixed,2026-05-03,ceb8b74c-641d-400e-bff2-689820c7e0ed,Black Desert PPA Challenger,397b2071-adff-4e20-83e0-7d261c555093:g1,winning score 17 with unresolved format (check for to-15/to-21 leak),17-15,,PPA
mixed,2026-05-03,ceb8b74c-641d-400e-bff2-689820c7e0ed,Black Desert PPA Challenger,a0433ddc-d843-40f7-9bbc-c8352b3ea9ea:g1,winning score 17 with unresolved format (check for to-15/to-21 leak),17-15,,PPA
mixed,2026-05-03,ceb8b74c-641d-400e-bff2-689820c7e0ed,Black Desert PPA Challenger,610ee39f-8de9-4f3f-baf5-216e998be82b:g1,winning score 18 with unresolved format (check for to-15/to-21 leak),16-18,,PPA
womens,2026-05-23,ffaf2bcd-1836-4961-a7c6-75269e7b4dd3,2026 Wilson PPA Challenger,7a55e06d-fd90-48b4-81a2-9096983ab931:g1,winning score 17 with unresolved format (check for to-15/to-21 leak),17-15,,PPA
mens,2026-05-23,ffaf2bcd-1836-4961-a7c6-75269e7b4dd3,2026 Wilson PPA Challenger,e2ce4e0c-1acc-4518-8515-547bf70aa037:g1,winning score 16 with unresolved format (check for to-15/to-21 leak),16-14,,PPA
mens,2026-05-23,ffaf2bcd-1836-4961-a7c6-75269e7b4dd3,2026 Wilson PPA Challenger,d087dd75-df9b-474b-9f24-dc738d5a98d5:g1,winning score 17 with unresolved format (check for to-15/to-21 leak),15-17,,PPA
mens,2026-05-23,ffaf2bcd-1836-4961-a7c6-75269e7b4dd3,2026 Wilson PPA Challenger,81576ac0-4a6a-49f7-880f-1c12e5ec3cc1:g1,winning score 16 with unresolved format (check for to-15/to-21 leak),16-14,,PPA
mens,2026-05-23,ffaf2bcd-1836-4961-a7c6-75269e7b4dd3,2026 Wilson PPA Challenger,8f992c39-f85d-4f25-b6c8-b0bce2f7b5d5:g1,winning score 16 with unresolved format (check for to-15/to-21 leak),16-14,,PPA
mens,2026-05-23,ffaf2bcd-1836-4961-a7c6-75269e7b4dd3,2026 Wilson PPA Challenger,7398ff15-c214-4a11-b2fd-dec82f185764:g1,winning score 16 with unresolved format (check for to-15/to-21 leak),14-16,,PPA
womens,2026-05-23,ffaf2bcd-1836-4961-a7c6-75269e7b4dd3,2026 Wilson PPA Challenger,1558274d-aa1b-4e58-8d03-8225291f09e3:g1,winning score 16 with unresolved format (check for to-15/to-21 leak),14-16,,PPA
mens,2026-05-23,ffaf2bcd-1836-4961-a7c6-75269e7b4dd3,2026 Wilson PPA Challenger,378f093c-a4f3-4ba2-b930-2d7c06a9e5e0:g1,winning score 16 with unresolved format (check for to-15/to-21 leak),16-14,Round 16,PPA
mens,2026-05-23,ffaf2bcd-1836-4961-a7c6-75269e7b4dd3,2026 Wilson PPA Challenger,a9e92df6-1af9-4658-ba71-98d1b0299899:g1,winning score 17 with unresolved format (check for to-15/to-21 leak),17-15,Round 16,PPA
mens,2026-05-23,ffaf2bcd-1836-4961-a7c6-75269e7b4dd3,2026 Wilson PPA Challenger,d9374c19-6f38-400b-8769-287a89f26e69:g1,winning score 17 with unresolved format (check for to-15/to-21 leak),17-15,Round 32,PPA
mens,2026-05-23,ffaf2bcd-1836-4961-a7c6-75269e7b4dd3,2026 Wilson PPA Challenger,76f0c29b-e9c3-4e41-b1aa-9bae6bfb02eb:g1,winning score 16 with unresolved format (check for to-15/to-21 leak),16-14,Round 32,PPA
mixed,2026-05-24,ffaf2bcd-1836-4961-a7c6-75269e7b4dd3,2026 Wilson PPA Challenger,9d08ed86-6eb7-40bc-99db-4fd5809c093e:g1,winning score 20 with unresolved format (check for to-15/to-21 leak),20-18,,PPA
mixed,2026-05-24,ffaf2bcd-1836-4961-a7c6-75269e7b4dd3,2026 Wilson PPA Challenger,c1465210-b705-4912-aa41-b424ae14d80e:g1,winning score 16 with unresolved format (check for to-15/to-21 leak),16-14,,PPA
mixed,2026-05-24,ffaf2bcd-1836-4961-a7c6-75269e7b4dd3,2026 Wilson PPA Challenger,e3b722ed-ffcf-46cf-9e81-88c950c3faf8:g1,winning score 20 with unresolved format (check for to-15/to-21 leak),18-20,,PPA
mixed,2026-05-24,ffaf2bcd-1836-4961-a7c6-75269e7b4dd3,2026 Wilson PPA Challenger,217fdb76-7a4c-4f67-b350-c646b4f5199d:g1,winning score 16 with unresolved format (check for to-15/to-21 leak),14-16,,PPA
mixed,2026-05-24,ffaf2bcd-1836-4961-a7c6-75269e7b4dd3,2026 Wilson PPA Challenger,2c657981-d0a7-4183-a215-61f77fae4204:g1,winning score 16 with unresolved format (check for to-15/to-21 leak),16-14,,PPA
