player_id,full_name,gender,doubles_value,singles_value,V_total,V_regular,V_db
6aa0a796-9759-40f5-9c8f-bf4461d032fb,Helena Jansen,F,0.3578,1.3514,0.03618,-0.0,0.03618
3cab1673-2522-4dd5-ba07-2a1b88749d86,Tristan Dussault,M,0.6301,1.4988,0.03618,-0.0,0.03618
469988c9-b401-4c68-9e07-e1b1b104b791,Yates Johnson,M,0.3689,1.4961,0.03599,-0.0,0.03599
d70642e4-3d95-430a-a537-acc04e56c97d,Dustin Boyer,M,0.3601,1.4897,0.03561,-0.0,0.03561
c18fb17d-e0bb-415c-901b-fa2f928ab22c,Harsh Mehta,M,0.7005,0.8587,0.03436,0.03101,0.00335
3ad652aa-3fdd-4e53-8f34-dfdedc3c1901,Christine Maddox,F,0.5882,1.3117,0.03426,-0.0,0.03426
b2188c16-8955-451d-8b6a-945a8907528f,Tom Evans,M,0.4427,1.4624,0.03426,-0.0,0.03426
6876576c-b20e-47e3-99e4-d32759cc9f48,Patrick Kawka,M,0.6373,1.4536,0.03387,-0.0,0.03387
e1588ddc-465b-4303-9659-dab2533f80ca,Emilien Burnel,M,0.3816,1.4544,0.03387,-0.0,0.03387
05bf7513-7f0a-4f6b-bc11-5d4b14314d91,Tom Protzek,M,0.5601,1.433,0.03291,-0.0,0.03291
cd7b97fc-d912-4c59-8ab3-c2d70e79d998,Lina Padegimaite,F,0.47,1.2766,0.03233,-0.0,0.03233
cfb42bdb-d0a0-4fc7-b1ea-a77c40aff2d2,Mota Alhouni,M,0.3653,1.4239,0.03233,-0.0,0.03233
c4ca8085-84ed-451f-81c0-6df4a1c8d59f,Dominique Schaefer,F,0.5221,1.2708,0.03214,-0.0,0.03214
53008558-000d-4162-8a34-9348d3f5322a,Jhonnatan Medina Alvarez,M,0.2713,1.4186,0.03214,-0.0,0.03214
a226291c-c48b-408b-a846-f45400d313a9,Alexa Schull,F,0.6499,0.8787,0.03152,0.0195,0.01202
e838b7b5-ffd5-4a47-ac0b-f748dc6841d9,David Bieger,M,0.5176,1.4047,0.03137,-0.0,0.03137
6392c4f6-2b1d-4595-b7ff-9958bed31ff4,Ronan Camron,M,0.3886,1.3995,0.03117,-0.0,0.03117
84bc805f-1c7a-4151-8c50-f3236805edea,Aanik Lohani,M,0.3717,1.3934,0.03079,-0.0,0.03079
99b25b49-2a51-412d-9fbf-e1b6804acce0,Camden Chaffin,M,0.5914,1.3931,0.03079,-0.0,0.03079
518626d4-2600-4134-8c6a-0ae9315f9625,Cason Campbell,M,0.5092,1.3851,0.0304,-0.0,0.0304
763b4d27-8140-47cd-86f5-982706cd4ebb,Michael Loyd,M,0.616,1.3825,0.03021,-0.0,0.03021
a384ebf9-24d7-4624-a8a8-160bef70df63,Ammar Wazir,M,0.512,1.365,0.02943,-0.0,0.02943
608756f6-bfc7-41b5-9cfd-5e69eacfe513,Victoria Dimuzio,F,0.4487,1.2177,0.02943,-0.0,0.02943
1d36eae4-41f1-4739-b9d2-0783fd371112,Samantha Buyckx,F,0.5972,1.2161,0.02943,-0.0,0.02943
437c71fe-2e32-4ba4-b053-96e21195fe4b,Yu-Chieh Hsieh,F,0.5034,1.2157,0.02924,-0.0,0.02924
d3e486f2-7c25-4bcf-b9dd-81c14f644f60,Etienne Blaszkewycz,M,0.6955,0.6528,0.02919,0.02919,0.0
a498be96-114c-4857-9d60-4ff2a3e89434,Collin Shick,M,0.4323,1.3586,0.02904,-0.0,0.02904
9eff9049-c45c-42ee-9a49-e9a797cc2116,Cailyn Campbell,F,0.6217,1.149,0.02895,0.00301,0.02594
94478a4a-a920-4a12-936c-4dead2ecd1d6,Max Green,M,0.5669,1.3539,0.02885,-0.0,0.02885
8ac6f832-de64-44eb-9bef-21031e074faa,Giang Trinh,M,0.4109,1.355,0.02885,-0.0,0.02885
76419f3a-712c-4241-8940-6f9bda847ba7,Lauren Stratman,F,0.6281,1.0632,0.02853,0.00708,0.02145
b924b201-a7b1-4af5-83ef-d132c2d27008,Lara Giltinan,F,0.1738,1.1952,0.02827,-0.0,0.02827
86e1b9d3-15ea-4b76-b488-d3135e78aa7c,Wade Heerboth,M,0.5984,1.336,0.02788,-0.0,0.02788
7afc02f4-1e87-45c2-a101-0d48ecc05f8d,Martin Stanchev,M,0.5147,1.3329,0.02769,-0.0,0.02769
9decd87b-03ac-4d79-a1e7-d03ca3f7519b,James Ignatowich,M,0.6461,1.2386,0.02731,0.0043,0.02301
167e7a23-c919-460b-8586-a3966f588dcb,Hong Kit Wong,M,0.4977,1.325,0.0273,-0.0,0.0273
df443e1a-4508-4b35-917b-2780cf0ff6c8,Eddy Kim,M,0.3719,1.3241,0.0273,-0.0,0.0273
b046a7b0-2e97-403a-b28a-210cca13d0cc,Omar Garcia-Heredia,M,0.4776,1.3208,0.0271,-0.0,0.0271
d8d51930-abf9-468b-9e43-55a9c0728d58,Anouar Braham,M,0.476,1.315,0.02691,-0.0,0.02691
79ee2d66-5ba3-47cc-bc43-f489a09d2d5a,George Rangelov,M,0.3009,1.316,0.02691,-0.0,0.02691
7d1a5320-aaee-46b1-a912-da2edd195248,Rika Fujiwara,F,0.1662,1.1671,0.02691,-0.0,0.02691
6b432472-f73b-4f2b-b65d-5848657d117b,Amber Policare,F,0.3515,1.1662,0.02672,-0.0,0.02672
90264f6d-f165-4b60-86e5-451cf64f62ae,Emilia Schmidt,F,0.3908,1.158,0.02633,-0.0,0.02633
74afd19c-8f82-4ca2-9345-e4d693111033,Marshall Brown,M,0.6011,1.3008,0.02613,-0.0,0.02613
dc7f6ac5-f007-4b8f-b343-95e524dc7d0a,Luc Pham,M,0.4861,1.3007,0.02613,-0.0,0.02613
c2c74ae6-6b11-4a40-80e6-b7b924d2d83f,Matthew Finnerty,M,0.1569,1.3017,0.02613,-0.0,0.02613
2819525e-d485-4ab3-a300-1c6dbdb3ae39,Quan Do,M,0.6077,1.2842,0.02535,-0.0,0.02535
ca3c21b0-a715-40fd-bf00-c81e22d7da11,Daniel De la Rosa,M,0.6834,0.8392,0.02532,0.02295,0.00237
f2a996de-50a0-4d1d-b16f-f6450daa4a1e,Kelsey Laurente,F,0.5428,1.1254,0.02477,-0.0,0.02477
fa7cb18f-9d87-4d49-bb43-5291b7201bd3,Jessica Ho,F,0.0545,1.1228,0.02457,-0.0,0.02457
a9a168ae-7822-4d31-b07b-fba40480c1fc,Brandon French,M,0.5871,1.2648,0.02438,-0.0,0.02438
8620b5f6-d9d5-4cb9-9a28-ed21da77511e,Lauren Cole,F,0.6453,0.7961,0.02432,0.01663,0.00769
e1cb8dc7-930e-4fd6-8034-cdbf250ae62a,TY Parrish,M,0.3124,1.2646,0.02418,-0.0,0.02418
c3012322-e95e-4e38-a0d8-106f9e236869,Keilly Ulery,F,0.2146,1.1145,0.02418,-0.0,0.02418
30d7759b-93f0-467d-a07a-970ecfac06ba,Cameron Luhring,M,0.5997,1.2577,0.02399,-0.0,0.02399
1e538b1f-66e9-4166-ac60-3aef311ee0b5,Jada Bui,F,0.4383,1.1084,0.02379,-0.0,0.02379
a2c56686-b330-41e4-b7e8-bda8a3ec97a8,Ryan Fu,M,0.6603,1.0322,0.02361,0.01139,0.01223
c971bb40-090b-4e47-be58-905495e38401,Miles Hoover,M,0.3473,1.2445,0.02321,-0.0,0.02321
f370a1a0-2e1a-463b-a35c-30899131f7d6,Troy Akin,M,0.4452,1.2337,0.02262,-0.0,0.02262
38b1bfb1-576b-4a3e-ab6b-e8bc46031c1d,Eric Roddy,M,0.3778,1.2332,0.02262,-0.0,0.02262
a92239e2-429d-4a0a-85b7-58cac29488ee,Jordan Chrysostom,M,0.2906,1.2335,0.02262,-0.0,0.02262
cb9ea037-f204-4216-ac56-930a01009166,Matt Burkhardt,M,0.3395,1.2304,0.02243,-0.0,0.02243
a65a8877-2c30-4964-8b0c-52e92ecfab5c,Sophie Abrams,F,0.4288,1.0762,0.02223,-0.0,0.02223
6f149538-c6f6-4ad5-9e60-2afc100f97c1,Spartak Rahachou,M,-0.1488,1.2179,0.02184,-0.0,0.02184
2bfe44bb-d558-411f-abeb-c8522dd42ce9,Julian Arnold,M,0.619,1.2183,0.02184,-0.0,0.02184
30eb9a2b-1570-473f-8cf1-0f7c9d21b303,Zane Navratil,M,0.5808,1.2147,0.02165,-0.0,0.02165
9a449e9c-69aa-4a48-8f28-217766ab25f7,Armaan Jiwa Mawji,M,0.3702,1.2113,0.02145,-0.0,0.02145
1bbc9415-96dd-4751-9513-95274c5fc0f9,Nicole Eugenio,F,0.5547,1.057,0.02126,-0.0,0.02126
435e466e-22c7-4917-8cb4-ff45bbccde19,Tamaryn Emmrich,F,0.4472,1.056,0.02126,-0.0,0.02126
7ab0b456-a129-4879-86a6-05d34bd8781e,Domenika Turkovic,F,0.4056,1.0524,0.02106,-0.0,0.02106
c5a54559-45bd-4816-9db0-9646a9926969,Jaxon Madsen,M,0.1713,1.2015,0.02106,-0.0,0.02106
b8167e12-0591-4cb4-a950-ecb6da83e1e0,Andie Dikosavljevic,F,0.4459,1.049,0.02086,-0.0,0.02086
9bce3fcf-8e63-4ed7-b4a5-00e0063a618f,Ariana Rodriguez,F,0.3198,1.0447,0.02067,-0.0,0.02067
ab3af95f-cc49-4ff2-a731-668dd10a6b50,Farzin Amiri,M,0.2496,1.1895,0.02047,-0.0,0.02047
a70be599-8b9f-405d-9e10-f501b0046e74,Shannon Pretorius,F,0.2545,1.0413,0.02047,-0.0,0.02047
98019e23-09e2-43ff-917a-b7809c775f4e,Pei Chuan Kao,F,0.3719,1.0431,0.02047,-0.0,0.02047
4057f30d-d42a-4189-a158-11576fb5f52a,Blaine Hovenier,M,0.6497,1.0676,0.02046,0.00626,0.0142
574957ae-e8d5-486e-aabc-a1cc6a392f8d,Jalina Ingram,F,0.4943,1.0361,0.02008,-0.0,0.02008
5ff7095c-6dc7-4534-8e29-1b62c6f66bba,Felicity Di Laura,F,0.4356,1.0244,0.01949,-0.0,0.01949
2e0acd0d-95a3-49c3-8648-720ed0fbc7d5,Lingwei Kong,F,0.5361,1.0182,0.0193,-0.0,0.0193
b1254256-f3ac-46db-b28c-4dd0c6955ea0,Eileen Wang,F,0.3262,1.018,0.0193,-0.0,0.0193
61e0ca34-5642-40bd-9eaf-acd7ea93480a,Marcel Chan,M,0.2614,1.1646,0.0191,-0.0,0.0191
3fc3a7df-63dc-4bcd-afd8-9bce53dd257c,Carl Hilliard,M,0.4179,1.1635,0.0191,-0.0,0.0191
cd1bf109-4907-4208-bca1-4d12f9494a4c,Casey Diamond,M,0.5004,1.1519,0.01852,-0.0,0.01852
e2466ee7-aaa4-4c6a-a288-63e717054640,Bret Berryman,M,0.1904,1.1476,0.01832,-0.0,0.01832
f8dadb3a-8b90-481c-8d9a-b51ee127a4ff,Shay Hugo,M,0.3823,1.1442,0.01812,-0.0,0.01812
7cb07784-a295-4038-b712-ec86ecd70c39,Michelle Esquivel,F,0.6177,0.9862,0.01796,0.00042,0.01753
81129f3a-e29a-45c6-b77d-7deb0c05106c,Luke Kusmider,M,0.2896,1.1409,0.01793,-0.0,0.01793
e18b2cb6-ae9b-4175-8947-697eabf80061,Mark Growcott,M,0.4149,1.1352,0.01773,-0.0,0.01773
25a6f570-d617-427a-9fc4-3bf6115a9a84,Hannah Blatt,F,0.1899,0.989,0.01773,-0.0,0.01773
258ef186-666f-4fb3-be50-916b633c96e6,Maximilian Wild,M,0.3233,1.134,0.01753,-0.0,0.01753
091e8c64-3b31-4263-889e-7170c2313b97,Santhosh Narayanan,M,0.4653,1.1313,0.01734,-0.0,0.01734
30d6d999-b324-4744-b08c-8309e83c57b0,Naveen Beasley,M,0.5955,1.1237,0.01695,-0.0,0.01695
3aaa968d-90ed-4a57-bc29-938a618b6aa9,Jamie Haas,F,0.5009,0.9647,0.01655,-0.0,0.01655
7af5cd0a-26b8-4424-b743-ed83d4a1c201,Richard Livornese Jr,M,0.5279,1.113,0.01655,-0.0,0.01655
e8dcdb9a-872b-45cd-8338-f2746bc0a0b1,Mikus Losbergs,M,0.6047,1.1151,0.01655,-0.0,0.01655
b6fe1237-b049-405c-a641-d57f8170a9a0,Albie Huang,F,0.2853,0.9652,0.01655,-0.0,0.01655
f86cff72-5f9c-40b1-9f28-f28aafae245f,Wyatt Stone,M,0.6431,1.0587,0.01644,0.00283,0.01361
d0d6d65c-6a52-4676-8c71-281d29a8db01,Harrison Brown,M,0.2227,1.1087,0.01636,-0.0,0.01636
4025f403-d676-42ee-97a1-61d9b38c211b,Allison Phillips,F,0.6435,0.5527,0.01619,0.01619,0.0
e8e10ea8-2ff2-4155-9169-cc33ff8c6265,Rio Newcombe,M,0.4129,1.1067,0.01616,-0.0,0.01616
f77a3228-78ba-4aa7-9b98-4b7513df0c71,Bryan Hammond,M,0.1523,1.105,0.01616,-0.0,0.01616
f0484f0e-f240-4b6f-9da5-b6dba3fa370e,Kenta Miyoshi,M,0.4293,1.1015,0.01596,-0.0,0.01596
